reference	verse	book
2 Samuel 21:6	(imp) you(David) bring 7 of Saul’s male descendants to us(people). Then we(people) will kill those male descendants.  And we(people) will hang the bodies of those male descendants on poles. Then we(people) will take those bodies to Gibeah. And we(people) will put those bodies in front of Yahweh. Gibeah is the place [where Saul was born]. And Yahweh chose Saul [to become the king of Israel]."The king said to those people, ["I(David) will give seven of Saul’s male descendants to you(people)]."	2_Samuel
Genesis 39:11	One day Joseph entered the house [in-order-to Joseph work]. At that time Joseph was the only man [who was in the house].	Genesis
Genesis 17:22	[After God finished talking with Abraham] God left Abraham.	Genesis
Genesis 21:4	Abraham circumcised Isaac [when Isaac was 8 days old]. Thus Abraham obeyed God.	Genesis
2 Samuel 20:21	But a man named Sheba is in your(woman's) city. Sheba is Bikri’s son. Sheba lives in the mountains of the tribe named Ephraim. Sheba is an enemy of King David. You(woman) (imp) bring Sheba to me(Joab).Then we(Joab) will leave this city."That woman said to Joab, ["We(people) will throw that man's head to you(Joab) from the wall]."	2_Samuel
Joshua 24:22	Then Joshua said, ["All of you(people) see/witness [that each person promises [to serve Yahweh]]]." Then all of the people answered, ["Yes!] We(people) see/witness [that all of us(people) promised [to serve Yahweh]]."	Joshua
1 Samuel 29:9	But Achish said to David, ["I(Achish) am pleased with you(David)]. You(David) are like one of God’s angels. But the officers of the Philistines said to me(Achish), ["David must not fight the Israelites with us(officers)]."	1_Samuel
Nehemiah 5:19	My(Nehemiah's) God, I(Nehemiah) am doing many things for these people. So you(God) (imp) remember me(Nehemiah). And you(God) (imp) treat me(Nehemiah) kindly.	Nehemiah
Matthew 13:50	Those messengers [who come from God] will throw the evil people into the big container _frameInferable [that contains a very hot fire]. (implicit-situational) That container/furnace is-X the place [where evil people are punished by God _implicit [after those people die]]. The people [who are in that place] will cry/weep. And those people will bite/gnash those people's teeth [because (implicit-situational) those people will suffer much]."	Matthew
Genesis 25:23	then Yahweh said to Rebekah, ["2 nations are in the womb of you(Rebekah)].  You(Rebekah) will birth 2 sons.  And each son will lead a group of people.  One group will be stronger than the other group.  and the older son will serve the younger son."	Genesis
Genesis 24:31	Laban said, ["You(servant) (imp) come into our(Laban's) house]. You(servant) (imp) do not  stand outside. I(Laban) know [that God blessed you(servant) much]. We(Laban) have a room [where you(servant) may stay.] and we(Laban) also have a place [where your(servant's) camels may stay]".	Genesis
2 Samuel 8:17	A man named Zadok was the son of Ahitub. And a man named  Ahimelek was the son of Abiathar. Zadok and Ahimelek  were priests. A man named Seraiah was David’s secretary.	2_Samuel
Genesis 33:13	But Jacob said to Esau, ["My(Jacob's) master, you(Esau) know [that the children are weak]]. And I(Jacob) must travel slowly with my(Jacob's) animals and the babies of the animals. [If I(Jacob) force these animals [to walk quickly]] the animals will die.	Genesis
Joshua 15:7	Then the northern border went from the valley-Achor to Debir. Then the northern border of Judah's land went to Gilgal. Gilgal was near the road [that goes to the mount-Adummim]. Gilgal was on the southern side of that valley. Then the border went to the water [that was in En-Shemesh]. Then the  border went to En-Rogel.	Joshua
Daniel 9:21	Then [while I(Daniel) was still praying] a man named Gabriel came to me(Daniel). Gabriel was the man [that I(Daniel) had seen in the first vision]. Gabriel flew quickly to me(Daniel). The time was about 4pm.	Daniel
Daniel 8:2	In this vision I(Daniel) was in a big house [that was in Susa]. Susa is in a region named Elam. I(Daniel) was standing near a stream named Ulai.	Daniel
2 Samuel 2:11	David ruled the people [who were living in Judah] for seven years and six months.  At that time David was living in Hebron.	2_Samuel
Daniel 5:28	Peres means [that God has divided your(Belshazzar's) kingdom]. God has given this kingdom to the people [who live in Media and Persia]."	Daniel
2 Samuel 11:20	The king might become angry [because several soldiers died]. King David might ask you(soldiers), ["Why did you(soldiers) go close to the city]? You(soldiers) knew [that the enemies' soldiers would stand on the wall of the city]. And you(soldiers) knew [that those soldiers would shoot arrows at you(soldiers)].	2_Samuel
Mark 6:25	(paragraph) That girl immediately and quickly returned to the king . That girl said to the king _implicit, ["I(girl) want [you(king) to immediately give the head of John the Baptist to me(girl) on a plate/platter]"].	Mark
Genesis 36:33	[After Bela died] Jobab [who was the son of Zerah] became the king. Jobab was born in a city named Bozrah.	Genesis
Genesis 43:27	Then Joseph asked the brothers about the brothers' father. Joseph said, ["Is your(brother's) father still living?]  Is your(brothers') father healthy?"	Genesis
1 Samuel 10:7	[After those things happen], God will be with you(Saul). And God will help you(Saul). So you(Saul) (imp) do the things [that you(Saul) must do].	1_Samuel
2 Samuel 3:39	[Although  I(David) am the king [that Samuel anointed]] I(David) am weak today. Zeruiah's  sons are very strong. I(David) am not able [to fight those sons]. I(David) hope [that Yahweh will punish the son [that killed Abner]]."	2_Samuel
2 Samuel 23:11	The third powerful soldier was a man named Shammah.  Shammah was the son of Agee. Shammah was from Harar.  One day the Philistines prepared [in order to fight the Israelites in a field [that peas were growing in]]. But Israel's soldiers run-away from the Philistines.	2_Samuel
Esther 9:18	The Jews [that lived in Susa] had killed the Jews' enemies on March 7 and on March 8. Then those Jews rested on March 9. So the Jews [that lived in Susa] celebrated with a feast on March 9.	Esther
Genesis 38:13	Tamar found out [that Tamar's father-in-law named Judah was going to Timnah [in-order-to cut the hair of Judah's sheep]].	Genesis
Genesis 46:18	Zilpah birthed sons named Gad and named Asher for Jacob.  Zilpah was the female slave [that Laban gave to Laban's daughter named Leah]. Thus 16 people [who were descendants of Jacob and Zilpah] went to Egypt.	Genesis
Genesis 26:28	Abimelech answered Isaac, ["Now we(Abimelech) know [that Yahweh blessed you(Isaac)]]. We(Abimelech) want [to make a treaty with you(Isaac)].	Genesis
Genesis 5:24	Enoch regularly walked with God.  Then people were not able [to find Enoch] [because God took Enoch to heaven].	Genesis
1 Samuel 23:1	(title) David fights the Philistines at Keilah. A person told David, ["The Philistines are fighting the people [who are living in Keilah]]. The Philistines are stealing grain from those people."	1_Samuel
2 Samuel 9:13	Mephibosheth lived in Jerusalem. And Mephibosheth always ate with the king. Mephibosheth’s feet were hurt/injured. So Mephibosheth was not able [to walk].	2_Samuel
Mark 9:4	Then Elijah and Moses appeared-C in-front-of Peter, James, and John . And Elijah, Moses, and Jesus started talking to each-other(Elijah) .	Mark
Matthew 9:38	Therefore you(disciples) (imp) earnestly ask God [_descriptive who owns the crops] [God to send people [who do God's work] into God's field]	Matthew
Matthew 12:30	_paragraph A person [who does not work with me(Jesus)] opposes me(Jesus). (literal) And a person [who does not gather my(Jesus's) sheep _implicit] scatters my(Jesus's) sheep _implicit. (dynamic) And a person [who does not call-A people _implicitNecessary for me(Jesus) ] causes [people _implicitNecessary to not follow-B me(Jesus) ].	Matthew
Matthew 10:10	And you(disciples) (imp) do not bring a bag, another shirt, sandals, or a stick/staff [when (implicit-situational) you(disciples) leave this place]. For the person [who works _routinely] deserves [the person to receive the person’s money/wages].	Matthew
Acts 19:28	[When the men heard these words,] the men became very angry]. The men shouted, ["Artemis is great. We(people) worship Artemis great!"]	Acts
2 Samuel 3:9	I(Abner) (implicit-info) will stop helping you(Ish-Bosheth). Now I(Abner) will help David. I(Abner) will serve Yahweh. Yahweh promised David [that David will become the king]. [If I(Abner) do  not help David] I(Abner)  hope [that  Yahweh will punish me(Abner) greatly].	2_Samuel
Joshua 2:6	But earlier Rahab took those men to the roof of Rahab’s house. And Rahab hid those 2 men under some crops [that were on the roof]. Rahab put those crops on the roof [so that the crops would become dry].	Joshua
Genesis 31:40	[While I(Jacob) was working for you(Laban)] I(Jacob) became weak [because the weather was hot during the day] [and because the weather was cold during the night].  I(Jacob) was not able [to sleep].	Genesis
Genesis 38:16	So Judah went to Tamar. and Judah said, ["You(Tamar) (imp) sex me(Judah)]." At that time Judah did not recognize Judah's daughter-in-law named Tamar.  Tamar asked Judah, ["What will you(Judah) give to me(Tamar) [if I(Tamar) sex you(Judah)]?]"	Genesis
Genesis 43:3	But Judah said to Jacob, ["The chief official of that country said to us(brothers), ["[if you(brothers) do not bring your(brothers') youngest brother to me(official)] I(Joseph) will not talk to you(brothers)"]."]	Genesis
Joshua 15:31	And the tribe named Judah owned the towns named Ziklag, Madmannah, and Sansannah.	Joshua
Genesis 26:10	Abimelech said, ["You(Isaac) treat us(Abimelech) badly!]  [If a man [who lives in this place] had sexed the wife of you(Isaac)] we(Abimelech) would have sinned."	Genesis
Genesis 21:9	But Sarah saw [Ishmael act  badly to Isaac]. Ishmael was the son of Abraham and of Hagar [who was the female slave of Sarah].	Genesis
2 Samuel 6:3	David's soldiers put God's Ark of the Covenant on a new wagon. Then those men brought the Ark of the Covenant out of Abinadab's house. That house was on a hill. Two men named Uzzah and Ahio were leading that wagon. Uzzah and Ahio were Abinadab's sons.	2_Samuel
Joshua 4:18	Then the priests carried the ark-of-the-covenant from the river to the land. [When the feet of the priests touched the dry land] the water began flowing again. The water became very deep again [just-like the water was very deep [before the Israelites went across the river]].	Joshua
Mark 11:31	(paragraph) Those chief priests, those people/scribes, and those old leaders talked about this question to each-other(priests). And those chief priests, those people/scribes, and those old leaders said, ["we(priests) might say [that John's authority _implicitNecessary came _implicitNecessary from heaven]]. Then Jesus will ask-D us(priests), ["Why did you(priests) not believe John?"] (implicit-situational) So we(priests) should not say [that John's authority came from heaven].	Mark
Joshua 21:32	The tribe named Naphtali gave towns to the families [that were Gershon's descendants]. The tribe named Naphtali gave the towns named Kedesh, Hammoth-Dor, and Kartan to those families.  Kedesh was in Galilee. ( A person [who lived near Kedesh] might accidentally kill another person. Then that person should run to Kedesh. )  So the tribe named Naphtali gave 3 towns to the families [that were Gershon's descendants]. And the tribe named Naphtali also gave the fields [that were near those 3 towns] to those families.	Joshua
Matthew 1:8	Asa became the father of Jehoshaphat. Jehoshaphat became the father of Jehoram. And Jehoram became the father of Uzziah.	Matthew
Matthew 26:48	Judas _implicitNecessary, [_descriptive who was the man [who was giving/betraying Jesus],] previously told those people about a thing [that Judas will do] [ so that (implicit-situational) those people would know the man [whom those people should take-away/arrest]]. Judas previously said, ["The man [whom I(Judas) will kiss] is the man]. You(people) (imp) take-away/arrest that man."	Matthew
Matthew 24:9	_paragraph Then you(followers) will be taken by your(followers's) enemies _implicitActiveAgent to the courts _implicit [so that you(followers) will be beaten/persecuted by people _implicitActiveAgent] [and so that you(followers) will be killed by people _implicitActiveAgent]. (literal) You(followers) will be hated by all _hyperbolic nations of people _metonymy because of me(Jesus). (dynamic) You(followers) will be hated by all _hyperbolic nations of people _metonymy [because you(followers) follow-B _routinely me(Jesus)].	Matthew
Nahum 3:4	Yahweh did these things [because the people [who live in Nineveh] are like a prostitute]. Those people want [to do evil things].  The people [who live in Nineveh] do witchcraft. Those people used witchcraft [in order to become powerful]. And those people forced [people [who live in other countries] to become slaves]. Those people worshiped evil spirits [in order to capture other countries].	Nahum
Joshua 10:10	Yahweh caused [those armies to become confused] [when the Israelites attacked those armies]. So Joshua and the Israelites completely defeated those armies at Gibeon. The Israelite soldiers chased those soldiers. Those soldiers started running on the road [that goes from Gibeon to Beth-Horon]. But Israel's soldiers killed those men [while those men were running to Azekah and Makkedah].	Joshua
Matthew 26:64	_paragraph Jesus answered, ["You(priest) _emphasized said [I(Jesus) am the Christ]]. But I(Jesus) say to all of you(priests) [in the future you(priests) will see the Son-of-man _1stAs3rd [sitting at the right side of powerful-A God ] [and coming to earth _implicit on the clouds [that are in the sky]]]." (footnote) You(people) (imp) see Psalms 110:1 and Daniel 7:13.	Matthew
Matthew 13:14	The things [that were said by God _implicitActiveAgent through the prophet named Isaiah] are happening/be-fulfilled. The Scriptures _implicitNecessary say _implicitNecessary, ["You(people) will hear-A things [that (implicit-situational) God does]]. But you(people) will never understand those things. You(people) will see-A things [that (implicit-situational) God does]. But you(people) will never understand those things.	Matthew
Matthew 10:35	For I(Jesus) came [in-order-to cause [a man to oppose that man’s father]]. I(Jesus) came [in-order-to cause [a daughter to oppose that daughter’s mother]]. I(Jesus) came [in-order-to cause [a daughter-in-law to oppose that daughter-in-law’s mother-in-law]].	Matthew
Mark 10:9	Therefore [because God joined-B that man to that man's wife,] you(Pharisees) (imp) do not let [a person separate that man from that man's wife]."	Mark
2 Samuel 13:36	Then the king’s sons came into the palace. Those sons were crying loudly. David and all of David's servants also started crying/weeping. All of those men cried/wept much.	2_Samuel
Matthew 16:27	(complex) For the Son-of-Man _1stAs3rd will come in-H the glory of the Son-of-Man's _1stAs3rd Father with _relationNotArgument the Son-of-Man's _1stAs3rd angels. (simple) For the Son-of-Man _1stAs3rd will come in-H the great/glorious power of the Son-of-Man's _1stAs3rd Father with _relationNotArgument the Son-of-Man's _1stAs3rd angels. Then the Son-of-Man _1stAs3rd will reward each person for the good actions [that each person] did. And the Son-of-Man _1stAs3rd will punish each person for the bad actions [that each person did].	Matthew
Nehemiah 9:23	You(Yahweh) caused [your(Yahweh's) people to have many children]. The number of those children was like the number of stars [that are in the sky]. Previously you(Yahweh) told those people's parents [to enter this land] [and to own this land]. Then you(Yahweh) brought your(Yahweh's) people into this land.	Nehemiah
1 Samuel 14:15	Then all of the Philistine soldiers became very afraid. The soldiers [that were in the camp], the soldiers [that were in the fields], and the soldiers [who were attacking the Israelites] became very afraid.  And the ground shook.  God caused [the Philistines to become very confused and afraid].	1_Samuel
Genesis 41:37	-Title The king causes [Joseph to become a ruler in Egypt].  The king thought [that Joseph explained the dreams correctly].  And the king and the king's officers agreed with Joseph's plan.	Genesis
Matthew 13:1	(title) Jesus tells a story/parable [that is about a farmer [who scattered seeds]]. _paragraph On that same day, Jesus left the house [that (implicit-situational) Jesus was staying in]. And Jesus sit-down by the lake _frameInferable.	Matthew
Joshua 7:11	The Israelites sinned. The Israelites did not obey me(Yahweh). The Israelites took some of the things [that were in Jericho]. But I(Yahweh) commanded [you(Israelites) to destroy those things]. The Israelites stole things from me(Yahweh). And the Israelites lied to me(Yahweh). The Israelites put those things in the Israelites’ tents.	Joshua
Mark 13:1	(title) Jesus talks about the time [when the temple will be destroyed by enemies]. (paragraph) [While Jesus was leaving the temple _frameInferable of the courtyard _implicitType with Jesus's disciples _implicit,] one of Jesus's disciples said to Jesus, ["Master/Teacher, you(Jesus) (imp) look at these wonderful stones [(implicit-situational) that the people built this temple with]!] And you(Jesus) (imp) look at these wonderful buildings!"	Mark
2 Samuel 16:13	So David and the people [who were following David]continued walking on the road. But Shimei continued following David. Shimei was walking on the hills [that were near David]. And Shimei continued cursing David. And Shimei continued throwing stones and dirt at David.	2_Samuel
2 Samuel 21:3	David said to those people, ["Which thing should I(David) do for you(people)]?The Israelites treated you(people) very badly. But I(David) want [you(people) to bless Yahweh’s people]."	2_Samuel
Matthew 2:22	(implicit-situational) Joseph wanted [to live in Judea]. But [when Joseph heard [that Archelaus was ruling Judea instead of Archelaus's father named Herod ],] Joseph was afraid [to go to that place]. Joseph was warned-A by God _implicit in a dream [that Joseph should not (implicit-situational) go to that place] . So Joseph and Joseph's family _implicit went to the region/province of Galilee [(implicit-situational) instead of returning to Judea].	Matthew
Genesis 32:18	Then you(servant) (imp) answer Esau, [“These animals belong to your(Esau's) servant named Jacob.] My(servant's) master named Esau, Jacob is giving these animals to you(Esau).  Jacob will arrive at this place tomorrow””.	Genesis
1 Samuel 1:13	[Although Hannah was praying to Yahweh] Hannah did not speak. Hannah's lips were moving. But Eli did not hear Hannah's voice.  So Eli thought [that Hannah was drunk].	1_Samuel
Daniel 7:22	But then the Ancient-of-Days came. The Ancient-of-Days was the judge. The Ancient-of-Days declared [that the people [who were faithful to the Ancient-of-Days] were just]. Then the Ancient-of-Days gave the kingdom to those people."	Daniel
Nehemiah 9:36	You(Yahweh) (imp) look at us(people) _implicitArgument. We(people) are slaves today. We(people) are slaves in the land [that you(God) gave to our(people’s) ancestors]. You(God) gave this land to our(people’s) ancestors [so that our(people’s) ancestors could eat the fruit [that grows in this land] and the other good things [that grow in this land]].	Nehemiah
Nahum 2:13	But Yahweh, [who rules all people,] says to the people [who live in Nineveh], ["I(Yahweh) will fight you(people)].  I(Yahweh) will burn your(people's) chariots with fire. I(Yahweh) will kill your(people's) children with swords. You(people) will not have food. People will not hear the voices of your(people's) messengers."	Nahum
Genesis 43:12	You(sons) (imp) take also the money [that you(sons) found in your(son's) bags] to that man. And you(sons) (imp) take more money [in-order-to you(sons) pay for more grain.]	Genesis
1 Samuel 29:3	Then the Philistines’ officers asked Achish, ["Why are these Israelites marching with us(Philistines)]?" Achish answered those officers, ["This man is David]. David was an officer of Saul [who is the king of Israel]. But David lived with me(Achish) for one year. And David always treated me(Achish) well [since David left Saul]."	1_Samuel
Genesis 20:7	You(Abimelech) (imp) return Sarah to Sarah's husband named Abraham. Abraham is a prophet. Abraham will pray for you(Abimelech). Then you(Abimelech) will not die. But [if you(Abimelech) do not return Sarah to Abraham] you(Abimelech) and all your(Abimelech's) family will certainly die.	Genesis
Joshua 4:16	Yahweh said, ["You(Joshua) (imp) command the priests [to bring the ark-of-the-covenant from the Jordan river to the land]]."	Joshua
2 Samuel 1:7	Then Saul turned around.  And Saul saw me(man). Then Saul called me(man). So I(man) said to Saul, ["You(Saul) want [me(man) to do  which thing]?"].	2_Samuel
Genesis 4:19	Lamech married two women.  The name of Lamech's first wife was Adah.  And the name of Lamech's second wife was Zillah.	Genesis
Mark 9:19	(paragraph) (rhetorical) Jesus asked the crowd, ["You(people), people/generation [that do not believe-B in God _implicit], how-long will I(Jesus) continue to be with you(people)?] (statement) Jesus said to the crowd, ["You(people), people/generation [that do not believe in God _implicit], I(Jesus) do not want [to continue staying with you(people) ]]. (rhetorical) How-long must I(Jesus) continue to be patient-B with you(people)? (statement) [I(Jesus) continue to be patient-B with you(people)] is hard-B . You(people) (imp) bring the boy _frameInferable to me(Jesus)."	Mark
Mark 5:9	(paragraph) Then Jesus asked that spirit, ["What is your(spirit's) name?"] (paragraph) The spirit answered Jesus, ["My(spirit's) name is Legion [because we(Legion) are many spirits _implicitNecessary ]"].	Mark
Genesis 31:15	Our(Rachel's) father treats us(Rachel) [just-like our(Rachel's) father treats foreigners]. Our(Rachel's) father sold us(Rachel) to you(Jacob). Then our(Rachels) father spend all the money [that you(Jacob) gave to father].	Genesis
Genesis 46:20	Joseph and Joseph's wife named Asenath had sons named Manasseh and Ephraim in Egypt.  Asenath was the daughter of Potiphera, [who was On's priest].	Genesis
Nehemiah 9:1	The (title) people of Israel admit/confess the bad _morally things [that those people did]. On the 24th day of the same month the people of Israel met again. Those people did not eat [in order to pray to God_implicit]. Those people wore clothes made of rough cloth. And those people put dust on the heads of those people. Those people (implicit-info) did those things [in order to show God [that those people were sad]].	Nehemiah
Mark 10:15	I(Jesus) tell the truth to you(followers). A person must become like a child [so that God would rule that person]. (complex) [If a person does not become like a child,] that person will never enter the kingdom-B of God. (simple) [If a person does not become like a child,] that person will never become one of the people of God."	Mark
Nehemiah 2:10	But a man named Sanballat [who was from Horon] and an official named Tobiah [who was from Ammon] heard about these things. Then Sanballat and Tobiah became very upset.  Sanballat and Tobiah did not want [me(Nehemiah) to help the people of Israel].	Nehemiah
Nehemiah 9:8	You(Yahweh) knew [that Abraham was faithful]. So you(Yahweh) made a special agreement/covenant with Abraham. You(Yahweh) promised Abraham [that you(Yahweh) would give to Abraham's descendants the land [that the Canaanites, Hittites, Amorites, Perizzites, Jebusites, and Girgashites lived in]]. You(Yahweh) kept your(Yahweh's) promise [because you(Yahweh) are good/righteous].	Nehemiah
2 Samuel 18:9	Absalom met a group of David's soldiers.Absalom was riding Absalom's mule. [When Absalom's mule went under a large oak tree]those branches caught Absalom's hair. So Absalom was hanging from that tree. And Absalom's mule continued running.	2_Samuel
Mark 12:8	So those people/farmers took/grab that son. And those people/farmers killed that son. Then those people/farmers threw-B that son of the dead body _implicitType out of that garden/vineyard.	Mark
Nehemiah 1:8	You(Yahweh) (imp) remember the things [that you(Yahweh) taught to Moses]. Moses was your(Yahweh's) servant.  You(Yahweh) said to Moses, ["[If you(people) are not faithful to me(Yahweh)] I(Yahweh) will take away you(people) from your(people's) land]. You(people) will be taken to other countries by soldiers.	Nehemiah
Genesis 45:2	Then Joseph cried very loudly. the Egyptians [who had left that room] heard [Joseph crying]. And those servants told the people [who were in the king's palace] [that Joseph was crying].	Genesis
Joshua 17:13	But [after the Israelites became stronger] the Israelites forced [the Canaanites to work for the Israelites]. But the Israelites did not force [the Canaanites to leave that land].	Joshua
Mark 14:69	(paragraph) That girl saw Peter again . And that girl said to the other people [who were standing at that place], ["This man is one of the followers of Jesus"].	Mark
2 Samuel 6:15	David was dancing [while the people were bringing Yahweh’s Ark of the Covenant to Jerusalem].  Many Israelites were with David. The Israelites were shouting. The people (implicit-info) were very happy! And people were playing trumpets [while the men (implicit-info) carried the Ark of the Covenant to the city].	2_Samuel
Genesis 37:24	Then the brothers threw Joseph into a well. That well was empty. There was not water in that well.	Genesis
Mark 4:12	I(Jesus) teach-B these things [by telling stories/parables] for this reason. The Scripture _implicitNecessary says _implicitNecessary , ["Those people will see-A things]. But those people will not understand those things. Those people will hear-A things. But those people will not understand those things. (literal) [If those people understood these things,] those people might return to me(God) _implicit. (dynamic) [If those people understood these things,] those people might repent. Then those people will be forgiven by me(God) _implicitActiveAgent." (footnote) You(people) (imp) see Isaiah 6:9-10.	Mark
2 Samuel 13:27	But Absalom continued begging/urging[David to allow [Amnon to go]]. So David allowed [Amnon and all of the king’s sons to go to the feast with Absalom].	2_Samuel
2 Samuel 15:12	[While Absalom was giving/offering gifts/sacrifices in Hebron] Absalom sent a messenger to Ahithophel. Ahithophel was from Giloh. Ahithophel advised King David often. Absalom asked [Ahithophel to come from Giloh to Hebron]. So (implicit-info) Ahithophel went to Hebron. Then many people started following Absalom.	2_Samuel
Genesis 27:40	You(Esau) will need the sword of you(Esau) [in-order-to you(Esau) fight many people]. and you(Esau) will be the slave of the brother of you(Esau).  But [when you(Esau) want [to leave Jacob]] you(Esau) will throw-away the chains of Jacob".	Genesis
2 Samuel 14:33	So Joab went to the king. And Joab told the king about all of the things [that Absalom said]. Then the king called Absalom. So Absalom went to the king. And Absalom bowed to the king. Then the king kissed Absalom.	2_Samuel
2 Samuel 7:5	Yahweh said, ["You(Nathan) (imp) go to David]. And (imp) you(Nathan) say to David, ["Yahweh said, ["You(David) will not build a house for me(Yahweh)]].	2_Samuel
Nehemiah 7:12	1254 men [that were from Elam] returned.	Nehemiah
Matthew 19:28	_paragraph Jesus said to the followers/disciples, ["I(Jesus) am telling you(followers) the truth]. [When all things will be restored by God _implicitActiveAgent] [and when the Son-of-man _1stAs3rd will sit on the Son-of-man's _1stAs3rd great/glorious throne,] you(followers) [who have followed-B me(Jesus)] will also sit on 12 thrones. And you(followers) will judge the 12 tribes of Israel-A.	Matthew
2 Samuel 7:19	Yahweh-Almighty, you(Yahweh) promised me(David) [that you(Yahweh) will bless my(David's) descendants]. I(David) am your(Yahweh's) servant. But Yahweh-Almighty, you(Yahweh) are treating me(David) very kindly!	2_Samuel
Matthew 12:44	(literal) Then that spirit says, ["I(spirit) will return to the house [that I(spirit) come-out from ]"]. (dynamic) Then that spirit says, ["I(spirit) will return to the person [that I(spirit) come-out from]]. (dynamic) That person is like a house [that I(spirit) will be able [to live in]]". [When that spirit arrives,] that house is empty and clean.	Matthew
Nehemiah 13:31	I(Nehemiah) also made [people bring wood to the temple at certain times]. And I(Nehemiah) caused [people to bring to the temple the first food [that those people gathered/harvested]]. My(Nehemiah's) God, you(God) (imp) remember me(Nehemiah).  And you(God) (imp) treat me(Nehemiah) kindly.	Nehemiah
Genesis 30:18	Then Leah said, ["God gave  the son [that I(Leah) bought] to me(Leah) [because I(Leah) gave the female slave of me(Leah) to my(Leah's) husband]."] So Leah named this son Issachar. -Footnote Issachar means [to pay].	Genesis
1 Samuel 17:29	David asked Eliab, ["Did I(David) do a bad thing]? You(Eliab) (imp) let [me(David) talk to people]."	1_Samuel
Matthew 17:19	_paragraph Then [when no other people were at that place,] the followers/disciples came to Jesus. And those followers/disciples asked, ["Why were we(followers) _excl not able [to force [that demon to leave that boy _implicit]]?"]	Matthew
