reference	verse	book
Genesis 17:12	[When a male baby is 8 days old] you(Abraham) must circumcise the baby. You(Abraham) must circumcise all male babies [that are your(Abraham's) descendants].  You(Abraham) must also circumcise all babies [that your(Abraham's) slaves birth].	Genesis
2 Samuel 3:27	[When Abner arrived in Hebron] Joab took Abner into a room. Joab pretended [that Joab wanted [to talk to Abner]]. But Joab stabbed Abner in the stomach. Then Abner died. Joab killed Abner [because Abner killed Joab’s brother named Asahel].	2_Samuel
1 Samuel 28:4	The Philistines’ army was camping at Shunem.  So Saul called all of the Israelite soldiers.  And the Israelites camped at Gilboa.	1_Samuel
Mark 6:10	And Jesus said to Jesus's followers/disciples, ["[Whenever you(followers) enter a house,] you(followers) (imp) stay in that place [until you(followers) leave that town _frameInferable ]].	Mark
Joshua 14:11	I(Caleb) am still strong today [just-like I(Caleb) was strong [when Moses sent [me(Caleb) to look at this land]]]. I(Caleb) am still able [to fight today] [just-like I(Caleb) fought at that time].	Joshua
Nehemiah 11:23	The people [who sang in the temple] did the work [that the king [ordered [those people to do]]] each day.	Nehemiah
2 Samuel 24:20	Araunah saw [the king and the king's officials coming to Araunah]. So Araunah went to the king. And Araunah bowed to the king. Araunah moved Araunah’s face to the ground.	2_Samuel
Genesis 40:12	Then Joseph said to that man, ["I(Joseph) will explain this dream to you(man)]. The 3 branches represent 3 days.	Genesis
1 Samuel 16:4	Then Samuel obeyed Yahweh. [When Samuel arrived at Bethlehem] the leaders of that town became afraid.  The leaders met with Samuel. And the leaders asked Samuel, ["Did you(Samuel) come to this place [in-order-to punish us(leaders)]]? Or did you(Samuel) come to this place [to bless us(leaders)]?"	1_Samuel
Acts 18:14	And [when Paul was ready [to speak]] Gallio said to the Jews, ["[If you(Jews) Jews had complained to me(Gallio) [that a man broke a law, then I(Gallio) should listen to you [even if that law was not important].	Acts
Mark 5:40	But those people laughed at Jesus. (paragraph) Then Jesus told all of those people [to go-out from the house _implicit]. Jesus took the girl's father, the girl's mother, and Jesus's 3 disciples into the place [where the girl was].	Mark
Joshua 12:11	The Israelites defeated the king of Jarmuth and the king of Lachish.	Joshua
Matthew 8:23	(title) Jesus causes [a storm to end]. (paragraph) Then Jesus entered the boat _frameInferable. And Jesus’s followers/disciples followed-A Jesus.	Matthew
Genesis 24:7	Yahweh [who is the God of heaven] brought me(Abraham) from the house of my(Abraham's) father and from the land of my(Abraham's) relatives to this place. And Yahweh promised me(Abraham) [to give this land to my(Abraham's) descendants]. [Before you(servant) travel to that place] Yahweh will send Yahweh's angel to that place [in order to help you(servant) [to find a wife for my(Abraham's) son]].	Genesis
2 Samuel 3:5	David's sixth son’s  name was Ithream.  Ithream's mother’s  name was Eglah. Those sons were born in Hebron.	2_Samuel
Genesis 2:13	The second river is named Gihon.  This river flows through Cush.	Genesis
1 Samuel 7:2	The Ark-of-the-Covenant stayed at Kiriath-Jearim for 20 years. And the people [who were living in Israel] started obeying Yahweh again.	1_Samuel
Genesis 43:18	The brothers became afraid [after the servant brought the brothers to Joseph's house]. The brothers thought, ["This official thinks [that we(brothers) stole the money [that some person put into our(brothers') bags]]].   This official plans [to arrest us(brothers)] .  This official wants [to make [us(brothers) become the official's slaves]].  And this official will steal our(brothers') donkeys."	Genesis
1 Samuel 14:29	Jonathan said, ["My(Jonathan's) father caused [you(soldiers) to have trouble]]. I(Jonathan) became strong again [after I(Jonathan) ate this honey].	1_Samuel
Matthew 13:33	_paragraph Jesus told Jesus's followers/disciples another story [that teaches a lesson]. (complex) Jesus said, ["The kingdom-B of heaven is-U like the substance [that causes [bread to become big]] [that a woman mix-A into a very big amount of flour [until that substance/yeast spread throughout the bread/dough ]]"]. (simple) Jesus said, ["The number of people [who become God's children] increases [just-like the substance [that causes [bread to become big]] [that a woman mix-A into a very big amount of flour] spreads throughout the bread/dough]"].	Matthew
Matthew 27:18	For Pilate knew the reason [that the chief priests and the old leaders gave Jesus to Pilate for]. The chief priests and the old leaders were upset/jealous [because the Jewish people liked Jesus [more-than the Jewish people liked the chief priests and the old leaders]].	Matthew
Matthew 19:18	_paragraph The man asked, ["Which commands/commandments of God _implicit must I(man) obey?"] _paragraph Jesus answered, ["The Scriptures _implicitNecessary say _implicitNecessary, ["You(person) (imp) do not kill/murder a person _implicitDifferentNounIndex]]. You(person) (imp) do not sex a person [who is not your(person's) husband or your(person's) wife]. You(person) (imp) do not steal things _implicit. You(person) (imp) do not say-B false things-C about a person _differentNounIndex.	Matthew
Acts 15:19	Then James also said, ["So (consequently) I(James) think that we(Christians) should not give a difficult work to those people [who are not Jews] [and who have turned to God].	Acts
Mark 10:37	(paragraph) James and John said to Jesus, [" [(complex) When you(Jesus) come in your(Jesus's) glory,] [(simple) When you(Jesus) rule people from your(Jesus's) great/glorious throne,] you(Jesus) (imp) let [us(James) _excl sit beside you(Jesus) in important seats _implicit]]. You(Jesus) (imp) let [1 of us(James) _excl sit at your(Jesus's) right side]. And you(Jesus) (imp) let [1 of us(James) _excl sit at your(Jesus's) left side]."	Mark
Genesis 40:16	Then The man [who baked bread for the king] saw [that Joseph understood the other man's dream].   So that man said to Joseph, ["I(man) also dreamed.] I(man) dreamed [that 3 baskets were on my(man's) head].  Those baskets contained bread.	Genesis
Genesis 37:3	Jacob loved Joseph very much [Because Joseph was born [when Jacob was old]]. Jacob loved Joseph [more than Jacob loved Jacob's other sons]. So Jacob made a beautiful robe for Joseph.	Genesis
1 Samuel 28:24	That woman had a young cow [that was at the woman’s house]. So that woman quickly killed that cow. And that woman baked bread [that did not contain yeast].	1_Samuel
Matthew 15:37	All the people ate that food _implicit. And all the people were satisfied _adj. [After the people finished eating,] the followers/disciples filled 7 baskets with the pieces of food _implicitNecessary [that the people did not eat].	Matthew
1 Samuel 18:12	Then Saul was afraid of David [because Yahweh was with David]. But Yahweh previously left Saul.	1_Samuel
Daniel 9:26	Then a person will kill the Anointed-One. The Anointed-One will not have a city. Then a prince and the prince's army will come to the city suddenly. And the prince's army will destroy the city and the temple. God has ordered [people to destroy those things]. And there will be war until the end of that time.	Daniel
Daniel 10:11	The man spoke to me(Daniel). The man said, ["Daniel, God loves you(Daniel) very much]. You(Daniel) (imp) listen to the words [that I(man) will say to you(Daniel)]. You(Daniel) (imp) stand up. God has sent me(man) to you(Daniel)." [After the man said these things] I(Daniel) stood up. But I(Daniel) was still very afraid.	Daniel
Joshua 15:11	Then the northern border went to the hill [that was on the northern side of Ekron]. Then the border went to Shikkeron. Then the border went to mount-Baalah and Jabneel. The northern border ended at the sea.	Joshua
Genesis 15:17	[After the sun set] the sky became dark. [After Abram woke up] Abram saw a pot [that contained a fire]. Smoke was rising from that pot. That pot moved between the pieces of the animals.	Genesis
Genesis 42:19	One of you(brothers) must stay in the prison. But 9 of you(brothers) may return to your(brothers') house. You(brothers) may take grain to your(brother's) families [so that your(brother's) families could eat].	Genesis
Joshua 1:17	We(people) will obey you(Joshua) [just-like we(people) obeyed Moses]. We(people) hope [that your(Joshua's) God named Yahweh will be with you(Joshua) [just-like Yahweh was with Moses]].	Joshua
2 Samuel 10:14	The Ammonite soldiers saw [that the Aramean soldiers were run-away from Joab].  So the Ammonite soldiers run-away from Abishai.  Those soldiers went into the city. Then Joab returned to Jerusalem.	2_Samuel
Mark 11:33	(paragraph) So those chief priests, those people/scribes, and those older leaders said to Jesus, ["We(priests) do not know-C the person _implicit [who gave-C to John John's authority]"]. (paragraph) (implicit-situational) Then Jesus said to those chief priests, those people/scribes, and those older leaders, [" You(priests) did not answer my(Jesus's) question"]. And Jesus said to those chief priests, those people/scribes, and those older leaders, [" Then-D I(Jesus) will not tell-C to you(priests) about the authority [that I(Jesus) have [in-order-to do these things]]]."	Mark
1 Samuel 12:17	You(Israelites) will begin harvesting the wheat soon. But I(Samuel) will pray [that Yahweh will send thunder and rain to this place]. Then you(Israelites) will know/realize [that you(Israelites) sinned [when you(Israelites) asked Yahweh for a king]]."	1_Samuel
1 Samuel 30:31	And David sent things to the leaders [who were in Hebron]. And David also sent things to the leaders [who lived in all of the other places [that David and the men [who were with David] traveled to]].	1_Samuel
1 Samuel 30:8	[After (implicit-info) David put-on those special clothes], David prayed to Yahweh. Then David asked Yahweh, ["Should I(David) chase the people [who took our(David's) families]]? Will I(David) catch those people?" Then Yahweh answered, ["You(David) (imp) chase those people]. You(David) will certainly catch those people. And you(David) will save/rescue your(David's) families."	1_Samuel
Matthew 26:18	_paragraph Jesus answered, ["You(followers) (imp) go into the city named Jerusalem _implicit]. And you(followers) (imp) go to a certain man. You(followers) (imp) tell that man, ["Our(followers') _excl master/teacher says, ["The time [that God chose for me(Jesus)] is almost now]]. I(master) will celebrate-B Passover named the holiday/feast _implicitExplainName with my(master's) followers/disciples at your(man's) house.""	Matthew
Titus 3:6	God was extremely generous [when God greatly gave the Holy Spirit to us(Paul) through Jesus Christ]. Jesus Christ saves us(Paul).	Titus
Genesis 20:4	But Abimelech had not sexed Sarah. so Abimelech said to God, ["Lord, will you(God) destroy an innocent nation?]	Genesis
1 Samuel 19:2	So Jonathan warned David [that Saul wanted [to kill David]]. Jonathan said to David, ["My(Jonathan's) father named Saul wants [to kill you(David)]].  So you(David) (imp) be careful tomorrow. In the morning you(David) (imp) go to a field.  And you(David) (imp) hide.  You(David) (imp) stay in that field.	1_Samuel
Matthew 13:38	The field is-X the earth. (complex) And the good seeds are-X the people of the kingdom-B of God _implicit. (simple) And the good seeds are-X God's people. The plants [that people do not want] are-X Satan's people.	Matthew
Genesis 34:26	Simeon and Levi killed Hamor and the son of Hamor named Shechem. Then Simeon and Levi took Dinah from the house of Shechem. Then Simeon, Levi and Dinah left that city.	Genesis
Mark 15:8	So the crowd _frameInferable came to Pilate _implicit. And that crowd asked [Pilate to do the thing-B [that Pilate regularly did at the Passover _implicit] for that crowd].	Mark
Daniel 5:20	But Nebuchadnezzar became very proud. Nebuchadnezzar thought [that Nebuchadnezzar was able [to do all things]]. Then God took away the kingdom from Nebuchadnezzar. And God took away the honor from Nebuchadnezzar.	Daniel
Joshua 11:8	Yahweh caused [the Israelites to defeat those armies]. The Israelites chased those armies to Greater-Sidon, Misrephoth-Maim, and the valley-Mizpah. The Israelites fought [until all of those soldiers were dead].	Joshua
Mark 7:37	People were completely surprised/amazed _adj. Those people said, ["Jesus does all things well _adv] . Jesus causes [people [who are not able [to hear sounds]] to be able [to hear sounds]]. And Jesus causes [people [who are not able [to speak]] to be able [to speak]]."	Mark
Nehemiah 9:12	During each day you(Yahweh) led our(people's) people/ancestors with a post/pillar of cloud. During each day (alt) you(Yahweh) led our(people's) people with a tall cloud. And during each night you(Yahweh) led our(people's) people with a post/pillar of fire. And during each night (alt) you(Yahweh) led our(people's) people with a tall fire. That fire showed to those people the path [that those people should walk on].	Nehemiah
Mark 1:37	[When Simon and those people found Jesus,] Simon and those people said, ["All _hyperbolic the people are searching for you(Jesus)]. Perhaps (implicit-situational) we(Simon) _incl should return to the town."	Mark
1 Samuel 8:19	But the leaders did not listen to Samuel. Those leaders said, ["No!] We(people) want a king [who will rule us(people)].	1_Samuel
Genesis 37:23	[After Joseph came to Joseph's brothers] the brothers took off Joseph's beautiful robe.	Genesis
Daniel 11:29	At the time [that God has chosen] that king will go to the south region again. But [when that king attacks the south region] the south region will defeat the king.	Daniel
1 Samuel 2:13	[Whenever a person brought a sacrifice to Yahweh] that person boiled the meat in a pot. [While that person was boiling the meat] the servant of Eli's sons came to that pot with a fork.	1_Samuel
Mark 11:20	(paragraph) In-E the morning, [while Jesus and those followers/disciples were passing the tree-fig again _implicit,] those followers/disciples noticed [the tree-fig completely died/wither].	Mark
Genesis 15:6	Abram believed Yahweh. [Because Abram believed Yahweh] Yahweh declared that [Abram was righteous].	Genesis
Nehemiah 4:19	Then I(Nehemiah) said to the leaders, the officials, and the other people, ["We(people) must work at many places]. And [while we(people) are working on the wall] we(people) are far-away-from each-other(people).	Nehemiah
Daniel 3:3	So the princes, rulers, and captains came [in order to see the statue]. All the officials, all the lawyers, and all the people [who collected taxes] also came [in order to see the statue]. All of these people stood in front of the statue [that king Nebuchadnezzar had made].	Daniel
2 Samuel 14:8	Then the king said to that woman, ["(imp) You(woman) go to your(woman's) house]. I(David) will help you(woman)."	2_Samuel
Nehemiah 11:31	And the people/descendants of Benjamin [who came from Geba] lived in the following towns. Mikmash, Aija, Bethel, the villages [that were near Bethel],	Nehemiah
Matthew 11:21	Jesus said, ["Chorazin of people _metonymy, bad-A things will happen to you(people)!] Bethsaida of people _metonymy, bad-A things will happen to you(people)! For miracles were done by me(Jesus) _implicitActiveAgent among you(people). (implicit-situational) But you(people) did not repent. [If-C I(Jesus) had done in Tyre and Sidon the miracles [that I(Jesus) did among you(people)]] the people _implicitNecessary of those towns would put-on sackcloth. And [if-C I(Jesus) had done in Tyre and Sidon the miracles [that I(Jesus) did among you(people)]] the people _implicitNecessary of those towns would put ashes _inLDV on themselves(people). (footnote) People _generic did these things _dual [in order to show those people [that people repented]].	Matthew
Joshua 24:27	Then Joshua said to all of the people, ["(imp) You(people) look at this stone!] In the future [when you(people) look at this stone] (imp) you(people) remember [that you(people) decided [to follow Yahweh]]. This stone heard all of the words [that Yahweh said to us(people) today]. [If you(people) stop serving Yahweh] this stone will remind you(people) about these words."	Joshua
Matthew 27:22	_paragraph Pilate asked the crowd, ["Then-D what should I(Pilate) do to Jesus [who is called-C by people _implicitActiveAgent the Christ]?"] _paragraph The whole crowd answered, ["You(Pilate) (imp) kill Jesus [by putting Jesus on a cross]!"]	Matthew
Joshua 9:23	Now Yahweh will curse you(Gibeonites). You(Gibeonites) will become our(Israelites') slaves. You(Gibeonites) must always cut wood for us(Israelites). And you(Gibeonites) must always carry water for us(Israelites)."	Joshua
Nehemiah 5:6	[After I(Nehemiah) heard the things [that those people were complaining about]] I(Nehemiah) became very angry.	Nehemiah
Joshua 11:23	So Joshua defeated/conquered the whole land.  Previously Yahweh told Moses [that the Israelites would defeat/conquer all of those people].  So Yahweh gave that land to the Israelites. Then Joshua divided the land among the tribes of Israel. Each tribe of Israel received part of that land. Then the Israelites stopped fighting. And there was peace in that land.	Joshua
1 Samuel 8:18	[When these things happen] you(people) will cry out [because you(people) chose a king]. But Yahweh will not answer you(people)."	1_Samuel
Ruth 2:12	I(Boaz) will pray [that Yahweh will do good things for you(Ruth)] [because you(Ruth) did good things]. And I(Boaz) will pray [that Yahweh [who is Israel's God] will do many good things for you(Ruth)]. You(Ruth) came to Yahweh [just like a young bird comes to the bird's mother].  The mother's wings protect that young bird."	Ruth
Esther 2:11	Each day Mordecai walked near the women's house. Mordecai wanted [the people to care for Esther well]. Mordecai also wanted [to know about the things [that Esther did]].	Esther
Genesis 44:23	But you(Joseph) said to your(Joseph's) servants, ["You(brothers) will not see me(Joseph) again [unless your(brothers') youngest brother comes with you(brothers)]]."	Genesis
Esther 6:11	So Haman took a royal robe to Mordecai. And Haman took the king's horse to Mordecai. Then Haman put the robe on Mordecai. and Haman helped [Mordecai sit on the king's horse]. Then Haman led the horse through the city. Haman said to all of the people, ["The king wants [to honor this man]."]	Esther
1 Samuel 17:8	Goliath stood in front of the Israelites’ army. And Goliath shouted to the Israelite soldiers, ["Why are you(soldiers) preparing [to fight]]? I(Goliath) am a Philistine. And you(soldiers) are Saul’s servants. You(Israelites) (imp) choose a man  [that will fight me(Goliath)].	1_Samuel
Matthew 2:1	Wise men (title) visit Jesus. (paragraph) Jesus was born in Bethlehem named the town _implicit in Judea named the region/province _implicit [when king Herod ruled the people _implicit of Judea ]. People (implicit-background) called that Herod the great Herod. You(people) (imp) listen/behold! [After Jesus was born], wise men [who (implicit-background) studied the stars [in-order-to understand things [that were happening ]]] traveled from the eastern land/region to Jerusalem named the city _implicit.	Matthew
Matthew 21:40	_paragraph Therefore, [when the owner of that garden/vineyard comes,] what will the owner of that garden/vineyard do to those people/farmers?"	Matthew
Mark 14:44	(paragraph) Judas _implicitNecessary, [ _descriptive who was the man [who planned [to give Jesus to Jesus's enemies]],] previously told those people about a thing [that that man will do] [(implicit-situational) so that those people would know the man [whom those people should take-away/arrest]]. That man previously said, ["The man [whom I(Judas) kiss] is the man [(implicit-situational) whom you(people) should take-away/arrest]]. You(people) (imp) take-away/arrest that man. And you(people) (imp) guard that man carefully."	Mark
Matthew 6:21	(literal) The place [that your(person's) treasure is at] is also the place [that your(person’s) heart will be at] . (dynamic) The place [that you(person) store treasures at] is also the place [that you(person) will care about].	Matthew
Ruth 2:22	Then Naomi said to Ruth [who was Naomi’s daughter-in-law], ["My(Naomi’s) daughter, you(Ruth) should continue working with the women [who work for Boaz]]. [If you(Ruth) work in another man’s field] people might hurt you(Ruth)."	Ruth
Acts 16:5	So all the people [who believe in Jesus] believed strongly in Jesus. And every day the number of people [who were in the churches] increased.	Acts
1 Samuel 9:16	Yahweh said to Samuel, ["Tomorrow I(Yahweh) will send a man to you(Samuel)]. That man will be in the tribe named Benjamin. You(Samuel) must choose/appoint/anoint that man [so that that man would become the leader of my(Yahweh's) people]. That man will save my(Yahweh's) people from the Philistines. I(Yahweh) know [that my(Yahweh's) people are suffering]. And I(Yahweh) listened [to my(Yahweh’s) people crying out to me(Yahweh)]."	1_Samuel
Matthew 11:7	_paragraph [While John's followers/disciples were leaving that place,] Jesus began to talk to the crowd about John. (norhetorical) Jesus said, ["[When you(people) went to the desert/wilderness,] did you(people) go there [in order to see grass [that moves because of the wind]]?] (statement) Jesus said, ["[When you(people) went to the desert/wilderness,] you(people) did not go there [in order to see grass [that moves because of the wind]].]	Matthew
2 Samuel 8:12	Previously David defeated the countries named Edom, Moab, Ammon, Philistia, and Amalek. David also defeated Hadadezer [who was the king of Zobah]. Hadadezer was the son of Rehob. David  gave/dedicated the valuable  things [that David took from Hadadezer] to Yahweh.	2_Samuel
Mark 8:34	(title) Jesus tells people about the things [that those people must do [in-order-to become Jesus's followers/disciples ]]. (paragraph) Then Jesus asked the crowd _frameInferable [to join Jesus's followers/disciples ] [(implicit-situational) so that the crowd could also hear the things [that Jesus was saying]]. And Jesus said to those people, ["[If a person wants [to be my(Jesus's) follower/disciple],] that person must stop caring-B about only _implicit that person _reflexive]. (literal) That person must carry that person's cross. (dynamic) That person must be ready [to suffer] [and to die]. And that person must follow-B _routinely me(Jesus).	Mark
Mark 14:31	(paragraph) But Peter much said , ["[Even-if I(Peter) must die with you(Jesus),] I(Peter) will not say [I(Peter) do not know you(Jesus)]"]. And all the other _implicit followers/disciples also said the same thing [(implicit-situational) that Peter said].	Mark
Joshua 24:23	Then Joshua said, ["Now (imp) you(people) throw-away the other gods [that you(people) have]]. And (imp) You(people) love the God of the Israelites named Yahweh sincerely."	Joshua
Joshua 10:26	Then Joshua killed those five kings.  And Joshua hung the kings' bodies on 5 poles. And those bodies hung on those poles until evening.	Joshua
Ruth 4:11	Then those ten old men and all of the people [that were at the gate] said, ["We(people) saw/witnessed [you(Boaz) doing these things]].  We(people) pray [that Yahweh will cause [the woman [that you(Boaz) will marry] to become like Rachel and Leah]]. And we(people) pray [that Yahweh will cause [that woman to give birth to many children] [just like Rachel and Leah gave birth to the children [that became the Israelites]]]. And we(people) pray [that you(Boaz) will become powerful in Ephrathah].  And we(people) pray [that all of the people [who live in Bethlehem] will know about you(Boaz)].  (footnote) At that time people called Bethlehem Ephrathah.	Ruth
Matthew 6:27	(rhetorical) Which person [that is among you(people)] is able [to increase that person’s life-B [by that person worrying]] ? (statement) No person [who is among you(people)] is able [to increase that person’s life-B [by that person worrying] ] . [If you(person) worry,] you(person) will not increase the time [that you(person) will live]. You(person) will not live more for even _modifiesOne one hour.	Matthew
Genesis 18:11	Abraham and Sarah were very old. Sarah was too old [to birth children].	Genesis
Mark 8:32	Jesus spoke clearly about these things. Then Peter led Jesus from the other followers/disciples. And Peter started to tell Jesus [the things [that Jesus said] were bad].	Mark
Genesis 47:14	The people [who lived in Egypt and in Canaan] paid much money to Joseph [in order to buy grain]. Joseph took all that money to the king's palace.	Genesis
Genesis 32:14	Jacob gathered 200 female goats, 20 male goats, 200 female sheep, and 20 male sheep.	Genesis
Genesis 36:30	Men named Dishon, named Ezer, and named Dishan were also leaders of the Horites.  These men were the leaders of the Horites [who lived in Edom].	Genesis
Matthew 24:19	Women [who have a baby in those women's bodies/wombs] and women [who are giving milk [that is from those women's breasts] to those women's babies] will be extremely upset/troubled in those days!	Matthew
Genesis 17:2	I(Yahweh) will make a covenant with you(Abram). I(Yahweh) will cause [you(Abram) to have many descendants]."	Genesis
Daniel 2:33	The legs of the statue were iron. And the feet of the statue were iron and clay.	Daniel
Nehemiah 9:5	And some of the people of Levi spoke to the people. Those people of Levi were Jeshua, Kadmiel, Bani, Hashabneiah, Sherebiah, Hodiah, Shebaniah and Pethahiah.  Those people of Levi said, ["You(people) (imp) stand-up]. And you(people) (imp) praise your(Israelites') God Yahweh. Yahweh always lived. And Yahweh will live forever." Then (implicit) those people prayed to Yahweh. Those people prayed, ["Yahweh _implicit, we(people) praise the wonderful/glorious name of you(Yahweh)]. Those (alt) people prayed, ["Yahweh [who is _gnomic wonderful/glorious], we(people) praise you(Yahweh)]. We(Israelites) pray-hope [that our(Yahweh's) name will become great/exalted].	Nehemiah
2 Samuel 21:5	Those people said to David, ["Saul destroyed us(people)]. And Saul planned/plotted[to kill all of us(people)].  Now only a few of us(people) are alive. And we(people) do not have land in Israel.	2_Samuel
1 Samuel 4:22	That woman said, ["Israel's glory left us(Israelites) [because the Philistines took/captured the Ark-of-the-Covenant]]."	1_Samuel
Genesis 47:27	-Title Jacob wants [Joseph to bury Jacob in Canaan]. Jacob's descendants were called Israelites.  The Israelites continued to live in Goshen. The Israelites obtained much land.  And the Israelites had many children.	Genesis
Mark 10:7	Because of that reason, a man will leave that man's father and that man's mother. And that man will be joined-B by God _implicitActiveAgent to that man's wife.	Mark
1 Samuel 30:9	So David and the 600 men [who were with David] went to Besor valley. But some men stayed in that valley.	1_Samuel
1 Samuel 9:20	You(Saul) (imp) do not worry about the donkeys [that run-away three days ago]. Those donkeys are at your(Saul's) house. Now all of the people [who are in Israel] are looking for you(Saul)!"	1_Samuel
Genesis 31:6	You(Rachel) know [that I(Jacob) worked hard for your(Rachel's) father].	Genesis
Acts 19:23	People(title) [who were in Ephesus] fought each-other(people). At that time, many people argued about God’s way [that God revealed to us [to gain eternal life]].	Acts
Joshua 15:49	And the tribe named Judah owned the towns named Dannah and Kiriath-Sannah. ( People called Kiriath-Sannah Debir. )	Joshua
