reference	verse	book
Mark 1:2	Isaiah [who told God's messages to people] wrote, ["You(Christ) (imp) listen to me(God)]. I(God) (primary) will send my(God's) person [who takes messages to people] [before I(God) send you(Christ)]. I(God) (meaning-1) will send my(God's) person [who takes messages to people] in-front-of you(Christ). (literal) And that person/messenger will prepare-B your(Christ's) path." (dynamic) And that person/messenger will say/announce [you(Christ) are coming]."	Mark
1 Samuel 24:21	You(David) (imp) promise me(Saul) [that you(David) will not kill my(Saul's) descendants]. And you(David) (imp) promise me(Saul) [that you(David) will not take-away/erase my(Saul's) name from the books]."	1_Samuel
Genesis 1:27	Thus God created people.  The people were like God.  God created a man and a woman.	Genesis
Mark 12:19	Those Sadducees said, ["Master/Teacher, Moses wrote-E the following law for us(Jews) _incl]. [If a man's brother-C [who married a woman] dies] [and if that brother-C did not have children,] that man must marry that man's dead _implicit brother's-C wife. (literal) And that man must have-J a son with that wife _implicit for that man's dead _implicit brother. (dynamic) And the first _implicit son of that man and that wife will be like the son of that dead _implicit brother. (footnote) You(people) (imp) see Deuteronomy 25:5-10.	Mark
Genesis 50:6	[After the king's officers said these things to the king] the king said to Joseph, ["You(Joseph) (imp) keep your(Joseph's) promise.] You(Joseph) (imp) go to Canaan. and you(Joseph) (imp) bury your(Joseph's) father's body."	Genesis
Joshua 13:12	The region/kingdom [that Og previously ruled] was also in that region. Og was the king of Bashan. Previously Og ruled the people [who lived in Ashtaroth and Edrei].  (Og was the last descendant of the giants named Rephaites.) Previously Moses defeated those people.  And Moses took those people’s land.	Joshua
Nehemiah 3:2	The men [who came from Jericho] repaired the next part of the wall. And a man named Zakkur [who was the son of Imri] built the next part of the wall.	Nehemiah
Nehemiah 9:25	Our(people's) ancestors captured cities [that had strong walls] and good/fertile land. Those people took houses [that were full of good things], wells [that other people already dug], gardens of plants/vines of grape, gardens/orchards of tree-olive, and many trees [that produce fruit]. Those people ate [until those people were full]. Those people were very happy [because you(Yahweh) are good].	Nehemiah
1 Samuel 16:18	One of the servants said, ["Jesse [who lives in Bethlehem] has a son [who plays the harp well]]. I(servant) saw [that boy playing the harp].  That son is brave.  And that son fights well.  That son also speaks well.  And that son is handsome. And Yahweh is with that son."	1_Samuel
Daniel 4:6	So I(Nebuchadnezzar) ordered [all the wise men [who were in Babylon] to come to me(Nebuchadnezzar)]. I(Nebuchadnezzar) wanted [the wise men to tell me(Nebuchadnezzar) about the meaning of this dream].	Daniel
Mark 7:24	(title) Jesus helps a woman [who is not a Jew]. (paragraph) Then-A Jesus left that place. And Jesus went to the region of Tyre . Jesus entered a house [(implicit-situational) in-order-to stay there]. Jesus did not want [people to know [(implicit-situational) Jesus was in that place]]. But people noticed [Jesus was there].	Mark
Matthew 6:16	(title) Jesus teach-how people [people to fast]. (paragraph) [Whenever you(people) fast,] you(people) (imp) do not act [just-like the hypocrites act]. Those people/hypocrite cause [those people's/hypocrite faces to look sad] [in order to show people [those people/hypocrite are fasting]]. I(Jesus) tell you(people) the truth. Those people/hypocrite already have those people's whole _implicit reward.	Matthew
1 Samuel 17:58	Saul asked David, ["Young man, who is your(David's) father]?" David answered, ["I(David) am the son of Jesse]. My(David’s) father is your(Saul's) servant. And my(David’s) father is living in Bethlehem."	1_Samuel
Joshua 6:13	And the 7 priests carried the 7 trumpets. Those priests walked in-front-of the ark-of-the-covenant. And those priests played the priests' trumpets. Certain soldiers [who were carrying weapons] walked/marched in-front-of the priests. And other soldiers walked behind the ark-of-the-covenant. The priests were playing the priests' trumpets [while all of the people walked/marched around the city].	Joshua
Genesis 31:23	So Laban called Laban's relatives. Then Laban began to chase Jacob. 7 days later Laban found Jacob in the mountains [that are in Gilead].	Genesis
Acts 3:6	But Peter said to that man, ["I(Peter) do not have silver or gold]. But I(Peter) will give a thing [that I(Peter) have] to you(man). You(man) (imp) stand-up by the name of Jesus Christ [who is from Nazareth]. And you(man) (imp) walk."	Acts
Matthew 13:25	But [while all the people [who (implicit-situational) lived with that man] were sleeping,] that man's enemy came. And that enemy scattered seeds _implicitNecessary of plants [that people do no want] among the wheat. And that enemy walk-away.	Matthew
Joshua 24:1	Then Joshua called all of the tribes of Israel. And Joshua told [those tribes to meet at Shechem].  And Joshua called the old leaders, the leaders of families, the judges, and the officials of Israel. So all of those people stood in-front-of God.	Joshua
1 Samuel 4:5	[When those men brought the Ark-of-the-Covenant to the place [where the Israelites were camping]], all of the Israelites started shouting [because the Israelites were very happy]. And the ground shook [because the Israelites shouted extremely loudly].	1_Samuel
Mark 14:39	(paragraph) Then Jesus left again. And Jesus prayed the same prayer.	Mark
Matthew 9:21	That woman thought, ["[Even-if I(woman) touch only Jesus's clothes,] I(woman) will be healed by Jesus _implicitNecessary.]"	Matthew
Genesis 7:10	After 7 days the weather began to be rain.	Genesis
1 Samuel 30:7	Then David said to the priest named Abiathar, ["You(Abiathar) (imp) bring the special clothes [that the priest wears] to me(David)]." Abiathar was Ahimelek’s son.  So Abiathar brought those special clothes to David.	1_Samuel
Mark 12:26	But dead people will certainly _implicit become alive again. (yesrhetorical) Did you(Sadducees) read-C the part of the book of Moses [that is about the bush [(implicit-situational) that was burning]]? (statement) You(Sadducees) certainly read-C the part of the book of Moses [that is about the bush [(implicit-situational) that was burning]]. At that time [(implicit-background) that Abraham, Isaac, and Jacob were dead at], God said to Moses, ["I(God) am the God of Abraham, the God of Isaac, and the God of Jacob"]. (footnote) You(people) (imp) see Exodus 3:6.	Mark
Genesis 37:10	Joseph also told Joseph's father named Jacob about this dream. but Jacob scolded Joseph.  Jacob said to Joseph, ["That dream is bad]!  Your(Joseph's) mother, your(Joseph's) brothers and I(Jacob) will not bow to you(Joseph)!"	Genesis
1 Samuel 13:1	Saul was 30 years old [when Saul became the king of Israel]. Saul ruled Israel for 42 years.	1_Samuel
2 Samuel 14:4	Then that woman [who was from Tekoa]went to the king. And that woman bowed to David [in order to honor David]. Then that woman said to David, ["My(woman's) king, (imp) you(David) help me(woman)]!"	2_Samuel
Matthew 19:11	_paragraph Jesus said, ["Some people are not able [to accept these words]]. (primary) The only people [who are able [to accept these words]] are the people [who were caused by God _implicitActiveAgent [to be able [to not marry people _ImplicitDifferentNounIndex]]]. (meaning-1) The only people [who are able [to accept these words]] are the people [who were caused by God _implicitActiveAgent [to be able [to accept these words]]].	Matthew
Matthew 7:2	For [just-like you(people) judge other people _implicit] you(person) will be judged by God _implicitActiveAgent. And the amount [that you(people) use [(implicit-situational) when you(person) judge other people]] will be the amount [that you(people) will receive from God _implicit] .	Matthew
Joshua 6:25	So Joshua protected Rahab [who was a prostitute], Rahab's family, and all of the people [that were with Rahab]. Joshua allowed [those people to live] [because Rahab hid the 2 men/spies [that Joshua sent to Jericho]]. Rahab still lives among the Israelites today.	Joshua
Nehemiah 5:1	Nehemiah (title) helps the poor people. The men and the men's wives started complaining much about certain Jews.	Nehemiah
Daniel 11:32	The king will say false things to the people [who are not faithful to God]. Then those people will help the king. The people [who are faithful to God] will continue trusting in God. So those people will oppose the king.	Daniel
Joshua 15:34	And the tribe named Judah owned the towns named Zanoah, En-Gannim, Tappuah, and Enam.	Joshua
1 Samuel 29:11	So David and the men [who were with David] got up early in the morning.  And David and those men returned to the country of the Philistines. Then the Philistines went to Jezreel.	1_Samuel
Jonah 2:10	Then Yahweh commanded [the fish to take Jonah to the land/shore].	Jonah
Matthew 23:2	(literal) ["The people [who teach the religious laws] and the Pharisees sit in Moses's seat]. (dynamic) ["The people [who teach the religious laws] and the Pharisees have Moses's authority [in order to teach-how-A [people to obey the religious laws]]].	Matthew
Matthew 17:20	_paragraph (complex) Jesus answered the followers/disciples _implicit, ["You(followers) were not able [to force [that demon to leave that boy _implicit]] [because you(followers) have little faith in God _implicit]]. (simple) Jesus answered those followers/disciples _implicit, ["You(followers) were not able [to force [that demon to leave that boy _implicit]] [because you(followers) believe little in God _implicit]]. I(Jesus) tell you(followers) the the truth. (complex) [Even-if your(followers's) faith is small [just-like a seed-mustard is small],] you(followers) will be able [to say to this mountain, ["You(mountain) (imp) move from here to there"]]. (simple) [Even-if you(followers) believe little in God _implicit [just-like a seed-mustard is small],] you(followers) will be able [to say to this mountain, ["You(mountain) (imp) move from here to there"]]. And that mountain will move. There will not be a thing [that you(followers) are not able [to do]]."	Matthew
Matthew 28:5	_paragraph That servant/angel said to the women [who (implicit-situational) came to the hole/tomb], ["You(women) (imp) do not be afraid]. For I(angel) know [you(women) are looking for Jesus [who died on a cross]].	Matthew
Acts 21:5	But [when the ship was ready [to start traveling again]], we(disciples) left that city. And we(disciples) walked to the place [where the ship was]. All the men [who believe in Jesus] and all the men's [who believe in Jesus] wives and all the men's [who believe in Jesus] children walked with us(disciples) to the place [where the ship was]. We(Christians) all knelt on the sand [so that we(Christians) could pray].	Acts
Genesis 32:25	That man realized [that the man was not able [to defeat Jacob]]. So the man touched Jacob's hip [so-that Jacob was not able [to walk]].	Genesis
Genesis 24:52	[After Abraham's servant heard these words] the servant worship Yahweh.	Genesis
Mark 15:9	(paragraph) Then Pilate asked that crowd, ["Do you(crowd) want [me(Pilate) to free the king of the Jews for-C you(crowd) ]?"]	Mark
Genesis 12:9	Then Abram traveled towards the desert named Negev [that is in the southern region of Canaan].	Genesis
Matthew 27:54	_paragraph [When the Roman officer [who was guarding Jesus] and the soldiers [who were with the Roman officer] saw [the ground shake] [and strange _implicit events happen],] the Roman officer [who was guarding Jesus] and the people [who were with the Roman officer] became extremely afraid. That officer and those soldiers said, ["This man was certainly the Son-of-God!"]	Matthew
1 Samuel 17:23	[While David was talking to David's brothers] Goliath started walking toward the Israelites. Goliath was the Philistines’ best soldier. Then Goliath started shouting to the Israelites. Goliath shouted the same things to the Israelites each day. David heard [Goliath shouting].	1_Samuel
1 Samuel 23:19	The people [who were living in Ziph] went to Saul [who was at Gibeah].  And those people said to Saul, ["David is hiding in our(people's) region]. David is in the caves [that are in Horesh]. Those caves are on the hill named Hakilah. That hill is on the southern side of Jeshimon.	1_Samuel
2 Samuel 13:1	(title) Amnon rapes Tamar. Later David's son named Amnon started loving a woman named Tamar.  Tamar was very beautiful.  And Tamar was Absalom's sister.  Absalom was one of David's sons.	2_Samuel
Mark 11:6	Those followers/disciples _dual said to those people the thing-C [that Jesus told-B [those followers/disciples to say]]. And those people let [the followers/disciples _dual go _implicitNecessary with that horse/donkey _implicit].	Mark
2 Samuel 23:36	Igal was the son of Nathan. Igal was from Zobah. Bani was in the tribe named Gad.	2_Samuel
Nehemiah 11:2	The people asked [God to do good things for all the people [who were willing [to live in Jerusalem]]].	Nehemiah
Matthew 20:2	(implicit-subaction) That man found some people. That man agreed [to pay those people a denarius [after those people work for 1 day in that man's vineyard]]. Then that man sent those people into that man's vineyard. (footnote) A denarius was the money/wages [that a person usually received [after a person worked for 1 day]].	Matthew
Genesis 4:15	But God said to Cain, ["[If a person kills you(Cain)] I(God) will punish that person much.]  I(God) will punish that person more than [I(God) punished you(Cain)]! I(God) will punish that person 7 times."  Then God put a mark on Cain [in-order-to warn the people [that the people should not kill Cain].]	Genesis
Nahum 2:7	The soldiers will capture the people [who live in Nineveh]. Then the soldiers will take-away those people from Nineveh. The women [who live in Nineveh] will cry loudly. Those women will beat the women's chests [because those women will be very sad].	Nahum
Daniel 10:21	But now I(Lord) will tell you(Daniel) about the words [that are in the Book of Truth]. Only Michael [who is your(Daniel's) prince] will help me(Lord)."	Daniel
Nahum 3:7	[When other people see you(people),] those people will run-away from you(people). Those people will say, ["The soldiers destroyed Nineveh]. Who will mourn for Nineveh?" No person will help you(people). And no person will comfort you(people).	Nahum
Genesis 26:17	So Isaac left that place. Then Isaac moved to a valley [that was near Gerar]. and Isaac lived in that place.	Genesis
Genesis 5:19	Jared lived for 800 years [after Enoch was born].  Jared also had other children.	Genesis
1 Samuel 22:14	Ahimelek answered, ["David is your(Saul’s) servant]. And David will always obey you(Saul). David loves you(Saul) very much. David is your(Saul's) son-in-law. And David is the leader of the soldiers [who protect you(Saul)]. All of the people [who are living in your(Saul's) house] respect David much.	1_Samuel
Daniel 7:17	The person said, ["The four great animals are like four kings]. These kings will live on the earth. And these kings will have great power.	Daniel
Matthew 21:3	[If a person _generic says a thing-C to you(followers) _dual,] you(followers) (imp) tell a person [the master/Lord-B needs this horse/donkey and this horse's/donkey young horse/donkey]. And that person will immediately send that horse/donkey and that horse's/donkey young horse/donkey to me(Jesus) _implicit."	Matthew
Daniel 10:18	The person [who looked like a man] touched me(Daniel) again. This person caused [me(Daniel) to be strong again].	Daniel
Genesis 22:17	I(Yahweh) will certainly bless you(Abraham). and I(Yahweh) will cause [you(Abraham) to have many descendants]. There are many stars in the sky.  and there are many pieces of sand by the ocean.  The number of your(Abraham's) descendants will be like the number of the stars. and the number of your(Abraham’s) descendants will be like the number of pieces of sand. and your(Abraham's) descendants will capture the cities of the enemies of your(Abraham's) descendants.	Genesis
Daniel 1:17	God caused [these four young men to know many things]. And God gave skill and wisdom to these four men. And Daniel was able [to understand all kinds of dreams and all kinds of visions].	Daniel
Genesis 37:36	But the people [who bought Joseph] took Joseph to Egypt. Those people sold Joseph to a man named Potiphar. Potiphar was an officer [who worked for the king of Egypt]. Potiphar was the captain of the soldiers [who guarded the king's palace].	Genesis
Mark 14:30	(paragraph) But Jesus said to Peter, ["I(Jesus) tell the truth to you(Peter) _singular]. On this night, [before a male chicken shouts-C 2 times,] you(Peter) _singular will say [you(Peter) _singular do not know me(Jesus)] 3 times."	Mark
1 Samuel 14:51	Saul's father's name was Kish.  Kish and Ner were Abiel's sons.	1_Samuel
2 Samuel 20:16	But a wise woman [who was in the city] shouted to Joab’s soldiers. That woman said, ["(imp) You(soldiers) listen to me(woman)]! (imp) You(soldiers) tell [Joab to come to me(woman) [so that I(woman) could talk to Joab]]."	2_Samuel
1 Samuel 2:4	The bows of soldiers break. But weak people become strong.	1_Samuel
Nehemiah 2:8	And you(king) (imp) please write a letter to Asaph for me(Nehemiah). Asaph cuts down trees in the king's forest. Then Asaph will give wood to me(Nehemiah). And I(Nehemiah) will repair the city gates [that are near the temple] with that wood.  And I(Nehemiah) will repair the wall of the city and the house [that I(Nehemiah) will live in] with that wood." And [because God was treating me(Nehemiah) kindly] the king did all of the things [that I(Nehemiah) asked [the king to do]].	Nehemiah
Joshua 8:10	In the morning Joshua called Joshua's soldiers.  Then Joshua and the other leaders of the Israelites led the soldiers to Ai.	Joshua
Matthew 27:2	So those people _newNounIndex of the servants/guards _metonymy tied Jesus. Those people of the servants/guards _metonymy take-away Jesus from the chiefest priest's house _implicit. And those people of the servants/guards _metonymy brought-B Jesus to the Roman ruler/governor named Pilate.	Matthew
Genesis 27:30	Thus Isaac blessed Jacob. Then [after Jacob left the father of Jacob named Isaac] Esau returned to the camp.	Genesis
Nehemiah 11:30	Zanoah, Adullam, the villages [that were near Adullam], Lachish, the fields [that were near Lachish], Azekah, and the villages [that were near Azekah].	Nehemiah
Genesis 8:9	But the dove was not able [to find a dry place] [because water still covered the earth].  So the dove returned to the boat.  Noah put the arm of Noah outside the window. Then the dove flew to the arm of Noah.  Then Noah brought the dove inside the boat again.	Genesis
2 Samuel 24:16	Then the angel raised the angel's hand [in order to destroy Jerusalem].  But Yahweh changed Yahweh's mind.  Then Yahweh said to the angel [that was punishing the people], ["(imp) You(angel) stop  punishing the people]! (imp) You(angel) lower your(angel's) hand." At that time the angel of Yahweh was at the place [that Araunah threshed wheat at]. Araunah was a Jebusite.	2_Samuel
Ruth 2:3	So Ruth left. And Ruth entered a field. Ruth started walking behind some people [who were gathering/harvesting grain/barley]. And Ruth picked up the grain/barley [that those people did not gather]. Ruth was working in a field [that belonged to Boaz]. Boaz was in Elimelech's family/clan.	Ruth
Mark 1:28	Immediately, people (implicit-subaction) started telling other people about the things [that Jesus did]. The news [that was about Jesus] (literal) quickly spread among the people [who were in the whole region of Galilee]. People [who were in the whole region of Galilee] (dynamic) quickly heard the news [that was about Jesus].	Mark
1 Samuel 26:6	Then David talked to Ahimelek and Abishai. Abishai was Zeruiah’s son and Joab’s brother. David asked Ahimelek and Abishai, ["Who will go down into Saul’s camp with me(David)?"] Abishai said, ["I(Abishai) will go with you(David)."]	1_Samuel
1 Samuel 25:10	Then Nabal said to those men, ["Who is David?] Who is Jesse's son? Many slaves are run-away from the slaves' masters these days. Perhaps you(men) (implicit-info) are slaves!	1_Samuel
2 Samuel 13:14	But Amnon did not listen to Tamar. Amnon was stronger than Tamar. So Amnon forced [Tamar to sex Amnon]/rape.	2_Samuel
Mark 14:2	But those chief priests and people/scribes said to each-other(priests) _implicit, ["We(priests) _incl _implicitNecessary must not take-away/arrest Jesus _implicitNecessary during the days [that people celebrate-B Passover and the Feast-of-Unleavened-Bread on] [because the people _generic might oppose us(priests) violently]]."	Mark
Esther 2:9	Hegai liked Esther [more than Hegai liked the other girls]. So Hegai gave special food to Esther. Hegai also gave 7 female servants [that worked in the king's palace] to Esther. Then Hegai allowed [Esther and Esther's servants to live in the best room [that was in the women's house]].	Esther
Mark 2:22	And similarly _implicit no person pours new wine into old wineskins. For that wine will cause [ those containers/wineskins to burst]. Then-D the wine and the wineskins will be ruined by that person _implicitNecessary . Instead, people _necessaryImplicit pour _necessaryImplicit new wine into new containers/wineskins [because (implicit-situational) new containers/wineskins are able [to stretch]]."	Mark
Daniel 4:2	I(Nebuchadnezzar) want [to tell all of you(people) about the things [that the great God has done for me(Nebuchadnezzar)]]. God has done great and wonderful things for me(Nebuchadnezzar).	Daniel
Genesis 38:26	[After Judah read the message] Judah saw the ring and the staff.  [When Judah saw the ring and the staff] Judah knew [that the ring and the staff belonged to Judah]. So Judah said, ["Tamar is more righteous than I(Judah)]. Tamar tricked me(Judah) [because I(Judah) did not keep the promise [that I(Judah) made to Tamar]].  I(Judah) did not tell [my(Judah's) son named Shelah to marry Tamar]]." So Judah did not kill Tamar.  And Judah did not sex Tamar again.	Genesis
Genesis 23:9	You(Hittites) (imp) ask Ephron [to Ephron sell the cave [that is in a field named Machpelah] to me(Abraham)].  That field is at the edge of Ephron's land. I(Abraham) will buy the field from Ephron. You(Hittites) will witness [that I(Abraham) will bury my(Abraham's) wife in that cave]."	Genesis
Matthew 21:6	_paragraph Those followers/disciples _dual left. And those followers/disciples _dual did the things [that Jesus told those followers/disciples _dual [to do]].	Matthew
Matthew 28:4	The guards [who (implicit-situational) were in front of the hole/tomb] became very afraid of that servant/angel. So those guards shook. And those guards fell-B to the ground _implicit [just-like dead men fall].	Matthew
Matthew 14:8	(implicit-situational) So Herodias' daughter went to Herodias. Herodias told-B [Herodias's daughter to say things to Herod _implicit]. Herodias said, ["You(Herod) (imp) give me(daughter) the head of John the Baptist on a big plate."] So Herodias's daughter said that thing to Herod _implicit.	Matthew
Matthew 3:2	And John the Baptist said _routinely to people _implicit, ["You(people) (imp) repent]. (complex) For the kingdom-B of heaven is near you(people) _implicit. (simple) For God begins to rule you(people) _implicit now ."	Matthew
1 Samuel 17:18	And you(David) (imp) also take these ten pieces of cheese to the officer [who leads your(David’s) brothers]. And you(David) (imp) talk to your(David's) brothers. I(Jesse) want [to know [that your(David’s) brothers are safe and healthy]].  Then you(David) (imp) return to me(Jesse). And you(David) (imp) tell me(Jesse) about your(David’s) brothers.	1_Samuel
Genesis 44:14	[When Judah and Judah's brothers arrived at Joseph's house] Joseph was still in the house. [When the brothers saw Joseph] the brothers bowed to Joseph.	Genesis
Genesis 22:3	So the next morning Abraham woke early. and Abraham put a saddle on Abraham's donkey. Abraham called Isaac and 2 servants of Abraham. [After Abraham cut the wood [that Abraham will burn the sacrifice with]] the 4 men started to walk to the place [that God told Abraham [to go]].	Genesis
2 Samuel 23:38	Ira was from Jattir. Gareb also was from Jattir.	2_Samuel
Acts 19:5	When those people heard [the things that Paul said to those people], Paul baptized those people in the name of the Lord Jesus.	Acts
Acts 20:11	Then Paul went into the building again. And Paul broke some bread into many pieces. And Paul ate that bread. Then Paul started talking again. Paul finished talking in the early morning. Then Paul left that place.	Acts
1 Samuel 1:3	Each year Elkanah went from Ramathaim to Shiloh [in order to worship Yahweh-Almighty]. And Elkanah gave gifts/sacrifices to Yahweh. The priest named Eli had two sons.  One son’s name was Hophni. And the other son’s name was Phinehas.  Hophni and Phinehas were also priests at Shiloh.	1_Samuel
Jonah 1:16	[After the men saw those things] the men feared Yahweh greatly. Those men gave a gift/sacrifice to Yahweh.  And those men made promises to Yahweh.	Jonah
Acts 16:21	These men are urging/encouraging [us(Romans) to do new things [that the law does not allow [us(Romans) to do]]]."	Acts
Genesis 49:12	Judah will be very handsome.  Judah's eyes will be darker than wine.  And Judah's teeth will be whiter than milk.	Genesis
Genesis 24:10	Then the servant left Canaan with several men [who would help the servant].  The servant brought 10 camels of Abraham. The camels carried many beautiful gifts. The servant traveled to the northwest region of Mesopotamia.  Later the servant arrived in the city [where Nahor was born].	Genesis
Matthew 19:14	_paragraph But Jesus said to those followers/disciples _implicit, ["You(followers) (imp) let [the small children come to me(Jesus)]]. You(followers) (imp) do not prevent [those children coming]. (complex) For the kingdom-B of God belongs to people [who are like these children]. (simple) For the people [whom God rules] are like these children."	Matthew
Matthew 5:45	Thus you(people) will be children of your(people’s) Father [who is in heaven]. The Father causes [the Father’s sun to rise over evil people and good _morally people]. And the Father causes [the rain to fall on good/righteous _good-B people and bad/unrighteous _bad-B people].	Matthew
Genesis 26:24	Yahweh appeared to Isaac that night. and Yahweh said to Isaac, ["I(Yahweh) am the God of the father of you(Isaac) named Abraham]. You(Isaac) (imp) do not be afraid [because I(Yahweh) am with you(Isaac)]. I(Yahweh) will bless you(Isaac). and I(Yahweh) will cause [you(Isaac) to have many descendants] [because Abraham served me(Yahweh)]."	Genesis
Genesis 13:9	You and I should not live in the same place. You(Lot) (imp) choose the place [that you(Lot) want to live in].  You(Lot) may live in any place.  [If you(Lot) go to the western region] I(Abram) will go to the eastern region.  [If you(Lot) go to the eastern region] I(Abram) will go to the western region.	Genesis
Matthew 15:22	A woman [who was a Canaanite] [and who was from that area/region] came to Jesus _implicit. That woman cry-out, ["Lord-B, Son-of-David , you(Jesus) (imp) pity me(woman)!] My(woman's) daughter is controlled by a demon. And my(woman's) daughter suffers much."	Matthew
Daniel 10:7	Only I(Daniel), Daniel, saw this vision. The people [who were with me(Daniel)] did not see this vision. But the people [who were with me(Daniel)] were very afraid. Those people ran [in order to hide].	Daniel
1 Samuel 2:19	Each year Samuel's mother made a little robe for Samuel.  And [when Samuel's mother went to Shiloh] Samuel's mother took that robe to Samuel. Hannah went to Shiloh with Hannah's husband [in order to give gifts/sacrifices to Yahweh].	1_Samuel
2 Samuel 11:27	[After Bathsheba finished mourning for Uriah] David sent servants to Bathsheba. Those servants brought Bathsheba to David's house. Then David married Bathsheba.  Later Bathsheba birthed a son. But Yahweh was angry at David [because David did those things].	2_Samuel
Matthew 22:37	_paragraph (complex) Jesus answered, ["You(person) (imp) love-B the Lord-A, [_descriptive who is your(person's) God,] with your(person's) whole heart-A, your(person's) whole soul, and your(person's) whole mind]. (simple) Jesus answered, ["You(person) (imp) love-B the Lord-A completely"]. (footnote) You(people) see Deuteronomy 6:5.	Matthew
2 Samuel 18:31	Then the man [who was from Cush] arrived at the city. That man said, ["My(man's) master and my(man's) king, (imp) you(David) listen to this good news]! Today Yahweh punished the people [who wanted [to kill you(David)]]."	2_Samuel
Joshua 11:13	But the Israelites did not burn the cities [that the people built on hills].  But Joshua burned Hazor [which was on a hill].	Joshua
