reference	verse	book
2 Samuel 14:29	One day Absalom sent a messenger to Joab. Absalom wanted [Joab to go to the king]. But Joab refused [to come to Absalom]. Then Absalom sent another messenger to Joab. But Joab again refused [to come].	2_Samuel
Genesis 30:25	-Title Jacob tricks Laban. [After Rachel birthed Joseph] Jacob said to Laban, ["You(Laban) (imp) allow [me(Jacob) to return to my(Jacob's) house [that is in my(Jacob's) country]]].	Genesis
Genesis 7:8	All kinds of clean animals, all kinds of unclean animals, and all kinds of birds entered the boat.  These animals came to Noah.	Genesis
Genesis 36:7	Esau and Jacob had many animals. These animals were not able [to find enough food in Canaan] [because there were too many animals]. The land [where Esau and Jacob lived] was too small.	Genesis
Genesis 28:15	I(Yahweh) am with you(Jacob). and I(Yahweh) will always protect you(Jacob). and I(Yahweh) will cause [you(Jacob) to return to this land]. I(Yahweh) will not leave you(Jacob). I(Yahweh) will certainly do all these things."	Genesis
Daniel 9:16	Lord, you(Lord) are always righteous. You(Lord) (imp) please stop being angry with the people [who live in Jerusalem]. Jerusalem is your(Lord's) city. Jerusalem is your(Lord's) holy place. All the people [that live near us(people)] hate Jerusalem. And those people hate your(Lord's) people. Those people hate us(people) [because our(people's) fathers did things [that you(Lord) hate]]. And those people hate us(people) [because we(people) have been evil].	Daniel
Genesis 38:11	Then Judah said to Judah's daughter-in-law named Tamar, ["You(Tamar) (imp) return to your(Tamar's) father].  You(Tamar) (imp) live in the house of your(Tamar's) father. But you(Tamar) (imp) do not marry a man.  You(Tamar) (imp) wait [until my(Judah's) son named Shelah grows]. Then you(Tamar) may marry Shelah." But Judah was afraid [that Shelah also would die]. Judah thought [that Shelah will die [like Shelah's brothers died]]. So Tamar returned to the house of Tamar's father.	Genesis
Joshua 2:8	[Before those two men/spies lay down [in order to sleep]] Rahab went up to the roof.	Joshua
2 Samuel 14:27	Absalom had 3 sons and 1 daughter. Absalom's daughter’s name was Tamar. Tamar was very beautiful.	2_Samuel
Genesis 24:39	I(servant) said to my(servant's) master, ["[If the woman [that I(servant) find] does not want [to return to Canaan with me(servant)]] what should I(servant) do?]	Genesis
Joshua 5:1	So Yahweh caused [the Jordan River to become dry] [while the Israelites went across the Jordan River]. [When all of the Amorite kings [who were living on the western side of the Jordan River] heard that [Yahweh did this thing]] those kings became very afraid. And [when all of the Canaanite kings [who were living near the sea-Mediterranean] heard that [Yahweh did this thing]] those kings also became very afraid. Those kings did not want [to fight the Israelites].	Joshua
2 Samuel 23:29	Heled was the son of Baanah. Heled was from Netophath.Ithai was the son of Ribai. Ithai was from Gibeah. Gibeah was in the land [that the tribe named Benjamin owned].	2_Samuel
Joshua 2:3	So the king of Jericho sent a soldier to Rahab's house.  That soldier said to Rahab, ["You(Rahab) (imp) bring the men [who came to you(Rahab)] to me(soldier)]. Those men entered your(Rahab's) house. But those men are spies. Those men came to Jericho [in order to look at our(people's) land]."	Joshua
2 Samuel 3:12	Then Abner sent messengers to David. Abner said, ["Who will rule this land]?  You(David) (imp) make a promise/covenant to me(Abner). Then I(Abner) will cause[all of the Israelites to follow you(David)]."	2_Samuel
Genesis 31:38	I(Jacob) worked for you(Laban) for 20 years. [While I(Jacob) worked for you(Laban)] all of the animal's babies lived [after the babies were born]. and I(Jacob) did not eat any male sheep of you(Laban).	Genesis
Joshua 16:8	Then the border went from Tappuah to the valley-Kanah. Then the border went to the sea-Mediterranean.  Joshua and the leaders of the Israelites gave all of that land to the families of Ephraim.	Joshua
2 Samuel 24:7	Then Joab and those officers went to the city named Tyre and all of the cities [that the Hivites and the Canaanites were living in]. Then Joab and those officers went to Beersheba [which was in the southern region of Judah].	2_Samuel
Mark 10:10	(paragraph) [When Jesus and Jesus's disciples were alone _implicit in a house,] those disciples asked-D Jesus about these things again.	Mark
1 Samuel 30:1	(title) David defeats the Amalekites.  David and the men [who were with David] traveled for 3 days. Then David and those men arrived at Ziklag. [While David was with the Philistines], the Amalekites had attacked the towns [that were in southern Judah]. And the Amalekites also attacked  Ziklag.  Then the Amalekites burned Ziklag.	1_Samuel
Mark 14:72	And immediately a male chicken shouted a second time. Then Peter remembered-D the words [that Jesus previously said to Peter]. Jesus said, ["[Before a male chicken shouts 2 times,] you(Peter) will say [you(Peter) do not know me(Jesus)] 3 times"]. And Peter was not able [to control Peter _reflexive]. And Peter began to cry/weep.	Mark
Genesis 8:12	Noah waited seven more days. Then Noah put the dove outside the boat again.  The dove did not return to the boat.	Genesis
Joshua 10:30	Yahweh caused [the Israelites to defeat the people [who were living in that city] and that city's king]. The Israelites killed all of the people [who were in that city]. No people were living in that city [after the Israelites attacked that city]. And the Israelites killed that city's king [just-like the Israelites killed the king of Jericho].	Joshua
Mark 4:5	Some of the seeds fell on ground [that had many stones]. That ground did not have much soil. The seeds grew-E quickly [because the soil was not deep].	Mark
Acts 4:1	We(John) should not kill our(John's) brother.  Our(John's) brother is our(John's) brother.	Acts
Nahum 3:1	Yahweh (title) will judge the people [who live in Nineveh].  The people [who live in Nineveh] will have many problems! Those people murdered many people! And those people lied to many people! And those people stole many things from other people! Those people are always killing other people!	Nahum
Genesis 21:15	[After Hagar and Ishmael drank all the water] Hagar put Hagar's son under a big bush.	Genesis
Philemon 1:23	Epaphras also is in prison with me(Paul) [because Epaphras serves Christ Jesus]. Epaphras greets you(Philemon).	Philemon
Nehemiah 1:9	But [if you(people) return to me(Yahweh)] [and if you(people) obey my(Yahweh's) commands] then I(Yahweh) will gather my(Yahweh's) people. [Although soldiers took my(Yahweh's) people to places [that are far-away-from the place [that I(Yahweh) chose for you(people)]]] I(Yahweh) will gather my(Yahweh's) people. And I(Yahweh) will bring you(people) to that place again. I(Yahweh) put my(Yahweh's) Name at that place."	Nehemiah
Mark 11:18	(paragraph) The chief priests and the scribes heard-D about the things _implicit [that Jesus did]. And those chief priests and those people/scribes started planning/plotting-B[those chief priests and those people/scribes to kill Jesus]. (implicit-situational) But those chief priests and those people/scribes did not try [to take-away/arrest Jesus at that time]. For those chief priests and those people/scribes were afraid of Jesus [because the things [that Jesus was teaching] surprised/amazed the whole crowd ].	Mark
2 Samuel 14:7	Now all of the people [who are in my(woman's) family] are angry at me(woman). Those people said to me(woman), ["You(woman) (imp) bring the son [that killed the son's brother] to us(people)]. Then we(people) will kill that son [because that son killed the brother of that son]. Then that evil son will not receive/inherit the things [that your(woman's) husband owned]." My(woman's) son is very important to me(woman). I(woman) do not have other children. And [if those people kill my(woman's) son] then my(woman's) husband will not have a descendant. My(woman's) husband's name will not exist on the earth."	2_Samuel
1 Samuel 19:21	A person told Saul [that those men were telling/prophesying God’s messages to people]. So Saul sent other men to that place. But those men also started telling/prophesying God’s messages to people. Then Saul sent other men to that place. But those men also started telling/prophesying God’s messages to people.	1_Samuel
Joshua 24:32	(title) The Israelites bury Joseph’s bones. [When the Israelites left Egypt] the Israelites carried Joseph’s bones. So the Israelites buried Joseph's bones at Shechem. The Israelites buried those bones in the land [that Jacob bought from the descendants of Hamor]. Hamor was the father of Shechem. Jacob bought that land for silver -quantity 100 pieces. Therefore that land belonged to Joseph’s descendants.	Joshua
Mark 9:41	I(Jesus) tell the truth to you(followers). [If a person gives a cup of water to you(followers) [because you(followers) belong to the Christ _1stas3rd],] that person will certainly receive that person's reward from God _implicit.	Mark
2 Samuel 10:3	But [when David's officials came to Ammon] the leaders of Ammon spoke to King Hanun. Those leaders said, ["David does not want [to honor your(Hanun's) father].]  David sent these men to you(Hanun)  [so that these men could explore/spy our(leaders') city]. Then David will attack us(leaders)."	2_Samuel
Nehemiah 2:3	But I(Nehemiah) said to the king, ["I(Nehemiah) hope [that the king will live forever]!] My(Nehemiah's) face looks sad [because soldiers destroyed the city [that people buried the bodies of my(Nehemiah's) ancestors in]]. And fire destroyed the gates of that city."	Nehemiah
Matthew 21:13	Jesus said to those people, ["The Scriptures say, ["My(God's) house will be called by people _implicitActiveAgent a house [where people pray to me(God) _implicit]"]]. But you(people) caused [this house to become like a hole/cave [where thieves gather]]". (footnote) You(people) (imp) see Isaiah 56:7 and Jeremiah 7:11.	Matthew
Matthew 21:36	Then that man sent other servants-B to those people/farmers. That man sent many more servants-B. And those people/farmers treated those servants-B [just-like those people/farmers treated the first servants].	Matthew
2 Samuel 20:15	So Joab and Joab's soldiers came to Abel-Beth-Maakah. And Joab's soldiers surrounded that city. And Joab's soldiers made a dirt hill near the city’s wall [so that Joab's soldiers could climb up the walls of the city].  Joab's soldiers also started hitting the city walls [in order to knock down those walls].	2_Samuel
Matthew 26:70	_paragraph But Peter said [the thing-C [that that girl said] was not true] in front of all the people [who were there]. (literal) Peter said, ["I(Peter) do not know-D about the thing-B [that you(girl) are talking about]"]. (dynamic) Peter said, ["I(Peter) do not know-D that man"].	Matthew
1 Samuel 24:17	Saul said to David, ["You(David) are better than me(Saul)].  You(David) treated me(Saul) kindly. But I(Saul) treated you(David) badly.	1_Samuel
1 Samuel 22:4	So David's parents stayed with the king of Moab.  Then David left David's parents. And David (implicit-info) returned to the cave.  [While David stayed in that cave] David’s parents stayed with the king of Moab.	1_Samuel
Joshua 15:15	Then Caleb fought the people [who were living in Debir]. (Previously people called Debir Kiriath-Sepher.)	Joshua
Matthew 24:24	For false-B Christs and people [who tell false messages [that do not come from God] to people] will come. And those people _newNounIndex will do great signs-B and actions/miracles [that will surprise/amaze people] [in order to deceive people]. Those people will try [to deceive the people [whom the Lord-A chose-B [to be the Lord's-A people]]].	Matthew
Genesis 29:4	One day Jacob said to the shepherds [who were near the well], ["My(Jacob's) friends, where do you(shepherds) live?"] The shepherds answered Jacob, ["We(shepherds) live in Haran."]	Genesis
1 Samuel 3:9	So Eli told Samuel, ["You(Samuel) (imp) return to your(Samuel's) bed]. And you(Samuel) (imp) lie down. [If Yahweh calls you(Samuel) again] you(Samuel) (imp) say to Yahweh, ["Yahweh, you(Yahweh) (imp) speak to me(Samuel)]. I(Samuel) am your(Yahweh's) servant. And I(Samuel) am listening to you(Yahweh)."" So Samuel returned to Samuel's bed. And Samuel lay down.	1_Samuel
Genesis 43:32	Joseph sat at a table. And Joseph's brothers sat at another table. and the Egyptians [who regularly ate with Joseph] sat at another table. The Egyptians did not sit with the brothers [because the Egyptians did not like Hebrews].  Then the servants brought the meal to these three tables.	Genesis
Daniel 7:14	The Ancient-of-Days gave authority, honor, and royal power to this person. All the people served this person. The kingdom of this person will exist forever. This kingdom will never end. No person is able [to destroy this kingdom].	Daniel
Joshua 15:10	Then the northern border went to mount-Edom and mount-Jearim. (People called mount-Jearim Kesalon.) Then the northern border went to Beth-Shemesh and Timnah.	Joshua
Joshua 8:32	Then Joshua wrote the law of Moses on stones in front of all the Israelites. All of the Israelites saw [Joshua writing the law of Moses on the stones].	Joshua
Daniel 2:6	You(astrologers) (imp) tell me(king) about my(king's) dream. And (imp) you(astrologers) explain the meaning of the dream to me(king). [If you(astrologers) are able [to tell me(king) about my(king's) dream]] I(king) will reward you(astrologers). I(king) will give gifts to you(astrologers). And I(king) will cause [people to honor you(astrologers)]. So (imp) you(astrologers) tell me(king) about my(king's) dream. And you(astrologers) (imp) explain the meaning of my(king's) dream to me(king)."	Daniel
1 Samuel 24:15	I(David) hope [that Yahweh will judge you(Saul) and me(David)]. And I(David) hope [that Yahweh will help me(David)]. I(David) hope [that Yahweh will prove [that I(David) did not treat you(Saul) badly]]. And I(David) hope [that Yahweh will protect me(David) from you(Saul)]."	1_Samuel
2 Samuel 21:9	David gave those seven sons to the people [who were from Gibeon]. Then those people killed those seven sons. And those people hung those sons' bodies on poles in front of Yahweh. The seven sons died at the same time. Those people killed those sons [when the people were started to harvest the barley].	2_Samuel
Nehemiah 7:32	123 men [that were from Bethel and Ai] returned.	Nehemiah
Joshua 21:26	Therefore the Israelites gave 10 towns to the families [that were Kohath’s descendants]. And the Israelites also gave the fields [that were near those towns] to those families.	Joshua
Mark 7:4	[After those Pharisees and those Jews come from the market,] those Pharisees and those Jews do not eat food _implicit [unless those Pharisees and those Jews first _implicit religiously/ritually _implicit wash those Pharisees and those Jews _reflexive]. And those Pharisees and those Jews also carefully obey many other laws [that explain-how [people should wash cups, containers/pitchers , and pots of _madeOf copper]]. (comment-end) (footnote) Some manuscripts _copiesInLDV of this part of the Scripture say, " And those Pharisees and those Jews also carefully obey many other laws [that explain-how [people should wash cups, containers/pitchers, pots of _madeOf copper, and beds [(implicit-situational) that people lie on [while those people are eating food]]]]".	Mark
Matthew 21:31	_paragraph Which son did the thing [that the father wanted [the sons _dual to do]]? _paragraph The priests and the old leaders answered, ["The first son did the thing [that the father wanted [the sons _dual to do]]"]. _paragraph Jesus said to those priests and those old leaders, ["I(Jesus) am telling you(priests) the truth]. (complex) Tax collectors and prostitutes are entering the kingdom-B of God instead of you(priests). (simple) Tax collectors and prostitutes are becoming God's children instead of you(priests).	Matthew
Genesis 46:4	I(God) will go to Egypt with you(Jacob). and later I(God) will bring you(Jacob) to Canaan from Egypt. Joseph's hands will close your(Jacob's) eyes [when you(Jacob) die]."	Genesis
Matthew 15:13	_paragraph Jesus said, ["Every plant [that was not planted by my(Jesus's) Father [who is in heaven]] will be completely pull-out from the ground by my(Jesus's) Father _implicitActiveAgent]. (footnote) Jesus is comparing people to plants. God's children are-U like plants [that God plants].	Matthew
Daniel 7:20	And I(Daniel) wanted [the person to explain the ten horns [that were on that animal's head] to me(Daniel)]. I(Daniel) also wanted [the person to explain the small horn to me(Daniel)]. The small horn grew. And the small horn pulled out three of the other horns. This small horn had eyes. And this small horn had a mouth [that said proud things]. The small horn was greater than the other horns.	Daniel
Mark 6:41	Jesus took the 5 pieces/loaves of bread and the 2 fish. Jesus looked at the sky. And Jesus thanked God for the food _implicit. And Jesus broke the bread into many pieces _implicit. Then Jesus gave the pieces _implicit of bread to Jesus's followers/disciples [so that Jesus's followers/disciples could give the pieces _implicit of bread to the people]. Jesus also _implicit divided the 2 fish into pieces for all of the people.	Mark
Mark 6:38	(paragraph) Jesus asked those followers/disciples, ["What number of pieces/loaves of bread do you(followers) have?] You(followers) (imp) go. And you(followers) (imp) look for bread _implicit." (paragraph) So those followers/disciples talked to the people. (implicit-subaction) Then those followers/disciples came back to Jesus. And those followers/disciples said, ["We(followers) _implicitNecessary have _implicitNecessary 5 pieces/loaves of bread _implicitNecessary and 2 fish"].	Mark
Joshua 21:22	The tribe named Ephraim also gave the towns named Kibzaim and Beth-Horon to the other families [that were Kohath's descendants]. So the tribe named Ephraim gave 4 towns to those people. And the tribe named Ephraim also gave the fields [that were near those towns] to those people.	Joshua
Matthew 10:13	(literal) [If that house of the people _implicitType treat you(disciples) kindly,] you(disciples) (imp) let [your(disciples’) peace be in that house]. (dynamic) [If that house of the people _implicitType treat you(disciples) kindly,] you(disciples) (imp) give peace to those people. (literal) [If those people do not treat you(disciples) kindly,] you(disciples) (imp) let [your(disciples’) peace return to you(disciples)]. (dynamic) [If those people do not treat you(disciples) kindly,] you(disciples) (imp) do not give peace to those people.	Matthew
Ruth 3:16	Then Ruth came to Ruth’s mother-in-law.  Naomi asked Ruth, ["My(Naomi’s) daughter, which things happened?"] Then Ruth told Naomi about all of things [that Boaz did for Ruth].	Ruth
Matthew 26:56	But all of these events are happening now _implicit [so that the words [that the people [who tell God's messages to people] wrote about me(Jesus) _implicit] would happen/be-fulfilled]." Then all the followers/disciples left/abandon Jesus. And those followers/disciples run-away.	Matthew
Mark 1:39	So Jesus traveled throughout Galilee. And Jesus taught/preach God's message _implicit in the Jewish churches of the people _frameInferable. And Jesus forced [evil spirits/demons to leave people _implicitDifferentNounIndex].	Mark
Genesis 32:22	-Title Jacob fights with God.  During the night Jacob went across a river named Jabbok. Jacob took the 2 wives of Jacob, the 2 female slaves of Jacob, and the 11 sons of Jacob.	Genesis
Joshua 9:1	The Gibeonites (title) trick the Israelites. All of the kings [who were living on the western side of the river-Jordan] heard about these things. Some of those kings lived in the mountains. And some of those kings lived on the western side of the mountains.  Some of those kings lived near the shore of the sea-Mediterranean. And some of those kings lived near Lebanon.  ( Those kings ruled the Hittites, Amorites, Canaanites, Perizzites, Hivites and Jebusites. )	Joshua
1 Samuel 23:18	Then David and Jonathan made a promise/covenant in front of Yahweh. Then Jonathan went to Jonathan’s house. But David stayed at Horesh.	1_Samuel
Joshua 3:7	Then Yahweh said to Joshua, ["Today I(Yahweh) will cause [you(Joshua) to become a great man]].  All of the Israelites will start respecting/admiring you(Joshua). Then the Israelites will know [that I(Yahweh) am with you(Joshua) [just-like I(Yahweh) was with Moses]].	Joshua
1 Samuel 11:10	Then those people said to the Ammonites, ["Tomorrow we(people) will come/surrender to you(Ammonites)]. Then you(Ammonites) may do the things [that you(Ammonites) want [to do]] to us(people)."	1_Samuel
Acts 17:29	We(humans) are God's children, so we(children) should not think [that God is like gold, silver, or stones.] God is not a thing [which humans design through human's skills].	Acts
Genesis 17:20	I(God) will also bless Ishmael. and I(God) will cause [Ishmael to have many descendants]. Ishmael will be the father of 12 rulers. and I(God) will cause Ishmael's descendants to be a great nation.	Genesis
1 Samuel 4:1	And Samuel told the people [who were living in all of the regions of Israel] about the things [that Yahweh said]. (title) The Philistines take/capture the Ark-of-the-Covenant.  At that time the Israelites gathered [in order to fight the Philistines]. The Israelites camped at Ebenezer. And the Philistines camped at Aphek.	1_Samuel
Genesis 21:17	The boy also was crying.  God heard [the boy crying].  So the angel of God [who was in heaven] called Hagar. The angel said, ["Hagar, why are you(Hagar) crying?] You(Hagar) (imp) do not be afraid! I(God) heard [the boy crying].	Genesis
Joshua 6:10	Previously Joshua commanded [the people not to shout]. Joshua said to the people, ["(imp) You(people) do not shout]. You(people) (imp) do not speak [while we(people) are walking]. (imp) You(people) do not speak [until I(Joshua) tell [you(people) to shout]]. Then (imp) you(people) shout loudly!"	Joshua
1 Samuel 28:19	Yahweh will give Israel and you(Saul) to the Philistines. Tomorrow you(Saul) and your(Saul's) sons will be with me(Samuel). Yahweh will also allow [the Philistines to defeat the army of Israel]."	1_Samuel
Jonah 1:13	But the men tried [to move/row/steer the ship to the land/shore]. But those men were not able [to move/row/steer the ship] [because the wind was blowing harder] [and because the waves were becoming bigger].	Jonah
1 Samuel 21:14	Then Achish said to Achish's servants, ["You(servants) (imp) look at this man]! David is crazy! Why did you(servants) bring David to me(Achish)?	1_Samuel
Matthew 23:38	You(Jerusalem) (imp) look/behold. Your(Jerusalem's) city will become like an empty _implicit house [that is left/abandon by God _implicitActiveAgent].	Matthew
Genesis 3:1	-Title Adam and Eve sin.  The snake was the most clever animal [that God created].  On one day the snake said to the woman, ["Did God forbid [you(Eve) to  eat the fruit of the trees [that are in the garden]]?"]	Genesis
Genesis 49:9	Judah, you(Judah) are like a young lion. [After you(Judah) hunt animals] you(Judah) rest.  [after You(Judah) kill a deer]  you(Judah) lie down [in-order-to you(Judah) rest]. People will not wake you(Judah) [because all people are afraid of you(Judah)].	Genesis
Genesis 30:27	Then Laban said to Jacob, ["[If I(Laban) pleased you(Jacob)] you(Jacob) (imp) stay at this place]. Yahweh blessed me(Laban) [because you(Jacob) worked for me(Laban)].	Genesis
Genesis 41:27	The 7 thin cows represent 7 years. and the 7 thin plants [that the east wind burned] represent 7 years.  During those 7 years your(king's) people will be hungry.	Genesis
Esther 2:18	Then the king had another party for Esther. The king invited all the officials and all the important people [to come to this party]. The king declared [that the day was a holiday for all the people]. And the king gave gifts to many people. The king was very generous.	Esther
Joshua 16:4	So the descendants of Manasseh and the descendants of Ephraim received land. Manasseh and Ephraim were Joseph’s sons.	Joshua
Matthew 24:43	But you(followers) (imp) understand the following lesson. [If the person [who owns the house _frameInferable] knows the time [that the thief _frameInferable will come during the night _frameInferable at],] the person [who owns the house _frameInferable] will be awake. That person/owner will watch-out. And that person/owner will not let [that thief enter that person's/owner house [in order to steal things _implicit]].	Matthew
2 Samuel 1:10	So I(man) went to Saul. And I(man) killed Saul.  I(man) knew [that the Philistines would  kill Saul soon]. Then I(man) took the crown [that was on Saul's head]. And I(man) took the bracelet [that was on Saul's arm] also. And  I(man) brought that crown and that bracelet to you(David). You(David) are my(man’s) master."	2_Samuel
2 Samuel 18:22	Then Ahimaaz [who was Zadok's son] asked Joab again [to allow [Ahimaaz to go to David]]. Ahimaaz said, ["Please (imp) you(Joab) let [me(Ahimaaz) run to David behind that man [who is from Cush]]]." But Joab said, ["My(Joab's) son, why do you(Ahimaaz) want [to go]]? [When you(Ahimaaz) tell David about Absalom] the king will not give good things to you(Ahimaaz)."	2_Samuel
Acts 19:21	Then Paul decided to go to Jerusalem. (alternate translation: Then the Holy Spirit compelled Paul [to go to Jerusalem].) While Paul was traveling to Jerusalem, Paul traveled through the regions named Macedonia and Achaia. And Paul said, ["[After I(Paul) go to those two regions], I(Paul) must also visit that city named Rome"].	Acts
Genesis 1:2	[After God had created the earth] no thing was on the earth.  Water covered the earth [and it was dark in every place.]  And the Spirit of God moved over the water.	Genesis
Matthew 12:26	Similarly _implicit, [if Satan forces [Satan of demons _metonymy to leave people _implicit],] Satan is fighting _reflexive Satan. (norhetorical) Then-D is Satan of the nation/kingdom-C _metonymy able [to continue being/exist powerful]? (statement) Then-D Satan of the nation/kingdom-C _metonymy is not able [to continue being/exist].	Matthew
Genesis 15:10	So Abram brought these animals to Yahweh. Then Abram killed these animals. and Abram cut these animals. and Abram divided each animal into two pieces.  Then Abram put each piece of an animal beside the other piece of the animal. But Abram did not cut the birds.	Genesis
2 Samuel 13:16	But Tamar said to Amnon, ["No!] (imp) You(Amnon) do not tell [me(Tamar) to leave]. You(Amnon) already treated me(Tamar) badly.  But now you(Amnon) are treating me(Tamar) very badly." But Amnon refused [to listen to Tamar].	2_Samuel
Genesis 41:30	But after those 7 years the people [who live in Egypt] will be hungry [because there will be a famine].  The people will forget [that the people had much food during those other years].  This famine will destroy all the crops.	Genesis
Mark 5:21	(title) Jesus heals a sick woman. (title) And Jesus causes [Jairus's daughter to become alive again]. (paragraph) Jesus and Jesus's disciples _implicit went into the boat again. And Jesus and Jesus's disciples _implicit returned to the other side of the lake _implicit. [While Jesus was on the shore of the lake,] a big crowd gathered-C around Jesus.	Mark
Mark 2:9	Which action is easier [to do] ? I(Jesus) _implicitNecessary might say to the man [who is not able [to move that man's legs]], ["Your(man's) bad _morally actions are forgiven by me(Jesus) _implicit"]. Or I(Jesus) _implicitNecessary might say , ["You(man) (imp) get-up!] You(man) (imp) pick-up your(man's) bed/mat. And you(man) (imp) walk!"	Mark
Joshua 11:21	Then Joshua fought the Anakites [who were living in the mountains [that were near Hebron, Debir, Anab, Judah, and Israel]]. Joshua completely destroyed those people and those people's towns.	Joshua
1 Samuel 10:23	So some people ran to the bags. And those people found Saul. Then those people brought Saul to Samuel. [When Saul stood with the other people] Saul was much taller than all of the other people.	1_Samuel
Mark 16:6	(paragraph) Then the young man said to those women, ["You(women) (imp) do not be afraid]. You(women) are looking for Jesus [who is from Nazareth] [and whom soldiers _implicitNecessary killed [by putting on a cross]]. Jesus became alive again! Jesus is not at this place. You(women) (imp) see the place [where people put Jesus's body].	Mark
Nehemiah 9:30	You(Yahweh) were patient with those people for many years. You(Yahweh) warned those people through your(Yahweh’s) Spirit [by sending people [who told your(Yahweh’s) messages to people_generic] to those people]. But those people did not listen to you(Yahweh). So you(Yahweh) allowed [the people [that live in other nations] to defeat those people].	Nehemiah
Matthew 25:33	The Son-of-man _1stAs3rd will put the sheep on the Son-of-man's _1stAs3rd right side. And the Son-of-man _1stAs3rd will put the goats on the Son-of-man's _1stAs3rd left side.	Matthew
Genesis 29:2	[while Jacob was in that region] Jacob saw a well [that was in a field]. and 3 groups of sheep were lying near that well [because these sheep drank water [that was from this well]]. The people [who lived in that place] covered the top of the well with a big stone.	Genesis
Mark 12:23	At the time [that dead people will become alive again at], which man's wife will that woman be? For all _implicit 7 brothers-C married that woman."	Mark
1 Samuel 6:20	Those people said, ["Who is able [to stand in front of Yahweh]]?  Yahweh is a holy God! Where should we(people) take the Ark-of-the-Covenant?"	1_Samuel
1 Samuel 17:56	Then the king said to Abner, ["You(Abner) (imp) find that young man’s father]."	1_Samuel
Acts 3:3	That man [who was not able [to walk]] saw [Peter and John entering that building [where people meet with God]]. And that man asked [Peter and John to give money to that man].	Acts
