reference	verse	book
Matthew 5:43	(title) Jesus says [people should love all people]. (paragraph) You(people) heard [that our(Jesus's) people/ancestors were told _distantPast by the religious _implicit laws/Law _implicitActiveAgent, [ " You(people) (imp) love the person [who lives near you(people)]]]. And you(people) (imp) hate your(people's) enemy." (footnote) You(people) (imp) see Leviticus 19:18. The scribes said [people should hate people's enemies]. But the Scriptures did not say [that people should hate people's enemies].	Matthew
Genesis 12:5	Abram took Abram's wife named Sarai and Abram's nephew named Lot.  Abram also took all the things [that Abram owned]. And Abram took all Abram's servants from Haran. Then Abram traveled to Canaan.	Genesis
Mark 13:29	Similarly, [when you(followers) see [these events happening],] you(followers) will know [the Son-of-man will return-B _implicitNecessary soon] . (literal) You(followers) will know [the Son-of-man _1stas3rd is already _implicit at the door [(implicit-situational) because the Son-of-man _1stas3rd is ready [to come inside the house]]]. (dynamic) The Son-of-man _1stas3rd be-U like a person [who is at the door] [(implicit-situational) and who is ready [to come inside the house]] .	Mark
Genesis 43:15	So the brothers took those gifts to Egypt. The brothers also took the money [that the brothers found in the brothers' bags] to Egypt.  And the brothers also took more money to Egypt [in-order-to buy more grain]. And the brothers took Benjamin.  The brothers quickly traveled to Egypt. [After the brothers arrived in Egypt] the brothers went to Joseph [in-order-to speak to Joseph].	Genesis
Jonah 1:14	Then the men cried out to Yahweh.  And those men said, ["Yahweh, you(Yahweh)  (imp) please do not let [us(men) die] [because we(men) are causing [this man to die]]]. This man might not have done bad things. So you(Yahweh) (imp) do not punish us(men) [when this man dies]. Yahweh, you(Yahweh) always do the things [that you(Yahweh) want [to do]]."	Jonah
Joshua 21:45	Previously Yahweh promised the Israelites [that Yahweh would do many good things for the Israelites]. And Yahweh did all of those good things. Yahweh kept all of the promises.	Joshua
Jonah 3:1	Jonah (title) goes to Nineveh. Then Yahweh spoke to Jonah again.	Jonah
Joshua 6:21	The Israelites completely destroyed all of the people [who were living in that city]. The Israelites killed all of the men and all of the women. The Israelites killed all of the young people and all of the old people. The Israelites also killed all of the cows, sheep, and donkeys.	Joshua
Mark 15:21	(title) Soldiers kill Jesus [by putting Jesus on a cross]. (paragraph) A certain man named Simon, [who was from Cyrene,] [and who was the father of Alexander and Rufus,] was coming into Jerusalem _implicit from an area [that was outside the city]. [While Simon was passing-A Jesus _implicit and those soldiers _implicit,] those soldiers forced [Simon to carry Jesus's cross].	Mark
2 Samuel 21:17	But a man named Abishai [who was Zeruiah’s son] killed that Philistine soldier. So Abishai saved David from that soldier.Then David’s soldiers said to David, ["You(David) must not fight the Philistines with us(soldiers) again]. [If the Philistines kill you(David)] then we(people) will not have a king."	2_Samuel
Mark 8:31	(title) Jesus talks about Jesus's death. (paragraph) Then Jesus started teaching-A those followers/disciples about the things [that must happen to the Son-of-man ]. Jesus said [the Son-of-man will suffer many times]. And Jesus said [ the Son-of-Man will not be accepted by the Jewish _implicit old leaders, the chief priests, and the people [who teach the religious _implicit laws/Law]]. Jesus also said [the Son-of-Man will be killed by people _implicitActiveAgent] [and the Son-of-Man will become alive again after 3 days].	Mark
Mark 14:36	And Jesus said, ["Abba!] Father, you(Father) are able [to do all things]. (literal) You(Father) please (imp) take-away this cup from me(Jesus). (dynamic) You(Father) please (imp) save-A me(Jesus) [so that I(Jesus) will not need [to suffer]]. But you(Father) (imp) do not do the things-B [that I(Jesus) want]. Instead, you(Father) (imp) do the things-B [that you(Father) want]. (footnote) The word of Aramaic named Abba means "father".	Mark
Genesis 39:21	But Yahweh continued to bless Joseph.  Yahweh caused [the chief guard of the prison to like Joseph].	Genesis
Daniel 8:12	God allowed [the horn to defeat the people of God]. The people of God stopped giving sacrifices to God every day. The people of God did evil things [instead of doing all the things [that God said]]. The horn did not allow [people to worship God]. The horn always did the things [that the horn wanted [to do]].	Daniel
Genesis 44:20	We(Judah) told you(Joseph), ["We(Judah) have an old father].  And our(Judah's) father has a young son [that was born [when our(Judah's) father was old]].  That son's brother is dead. That son's mother (implicit) gave birth to two sons.  So the youngest son is now that son's mother's only son [who is still living]. That son's father loves that son a lot.	Genesis
Genesis 13:17	You(Abram) (imp) stand-up! You(Abram) (imp) walk through this land [because I(Yahweh) am giving this land to you(Abram)]".	Genesis
Matthew 23:17	(norhetorical) You(scribes), stupid/foolish people [who are not able [to see]], are the gold _madeOf things-A [that are in that building/temple] greater than that building/temple? (statement) You(scribes), stupid/foolish people [who are not able [to see]], the gold _madeOf things-A [that are in that building/temple] are not greater than that building/temple. (yesrhetorical) Or is that building/temple [_descriptive which causes [those gold _madeOf things-A to be special/sacred]] greater than those gold _madeOf things-A? (statement) That building/temple [_descriptive which causes [those gold _madeOf things-A to be special/sacred]] is greater than those gold _madeOf things-A.	Matthew
Genesis 29:26	Then Laban said to Jacob, ["The people [who live in this place] do not allow [the younger daughter to marry a man [before the older daughter marries a man]]].	Genesis
2 Samuel 24:14	David said to Gad, ["I(David) am extremely upset]. But Yahweh is very kind/merciful. So Yahweh may punish us(David). I(David) do not want [people to punish us(David)]."	2_Samuel
Mark 9:39	(paragraph) But Jesus said, ["You(followers) (imp) do not prevent [that man doing that thing]]. For [after a person does an action through God's power [by using my(Jesus's) name of the authority _implicitType],] that person will not be able [to soon say evil things [that are about me(Jesus) ]].	Mark
Matthew 21:20	_paragraph [When the followers/disciples saw [the tree-fig die/wither],] the followers/disciples became surprised/amazed. Those followers/disciples asked Jesus _implicit, ["How did the tree-fig _frameInferable die/wither very quickly?"]	Matthew
Genesis 13:7	So the servants [who cared for Abram's animals] began to argue with the servants [who cared for Lot's animals]. The Canaanites and the Perizzite were also living in that place at that time.	Genesis
Nehemiah 11:33	Hazor, Ramah, Gittaim,	Nehemiah
1 Samuel 24:9	Then David said to Saul, ["Certain people say [that I(David) want [to hurt you(Saul)]]]. But you(Saul) should not listen to those people.	1_Samuel
Genesis 28:20	Then Jacob said to Jacob, ["I(Jacob) want [God to be with me(Jacob)]]. and I(Jacob) want [God to protect me(Jacob) [while I(Jacob) am traveling to northwest Mesopotamia]]. And I(Jacob) want [God to give food and clothes to me(Jacob)].	Genesis
Matthew 26:67	_paragraph Then some _implicit of the men [who were there] started to spit Jesus's face. And some _implicit of those men beat-C Jesus with those priests' hands/fist. (implicit-subaction) Other men covered Jesus's eyes with a cloth [so that Jesus could not see]. And other men hit-A Jesus with those men's palms.	Matthew
1 Samuel 23:25	Later Saul and Saul's soldiers started searching for David. But a person told David [that Saul was looking for David]. So David went to the desert named Maon. And David stayed in a cave [that was in that desert]. [When Saul heard [that David went to that desert]] Saul also went to the Desert named Maon.	1_Samuel
2 Samuel 19:8	So the king stood up.  And the king went to the gate of the city. When the people heard [that the king was sitting at the gate] all of the people came to the king. But all of the Israelites [who followed Absalom] run-away to the Israelites' houses.	2_Samuel
Mark 14:25	I(Jesus) tell the truth to you(followers). I(Jesus) will not drink wine again until the day [(complex) that I(Jesus) drink a new wine in the kingdom-B of God on] [(simple) that I(Jesus) drink a new wine [after God starts ruling God's people] on]."	Mark
Genesis 35:3	Then We(Jacob) will return from this place to Bethel. And I(Jacob) will build an altar for God at Bethel [because God helped me(Jacob) [when I(Jacob) had trouble]]. God was with me(Jacob) in every place [that I(Jacob) was at].	Genesis
Genesis 30:3	Then Rachel said to Jacob, ["You(Jacob) (imp) sex the female slave of me(Rachel) named Bilhah].  Then Bilhah will birth a child for me(Rachel). Then I(Rachel) will have a family through Bilhah."	Genesis
Joshua 4:4	So Joshua chose 1 man from each tribe of Israel. Then Joshua called those 12 men.	Joshua
1 Samuel 3:12	Previously I(Yahweh) said [that I(Yahweh) will punish Eli and Eli's family]. Now I(Yahweh) will do those things. I(Yahweh) will not stop punishing Eli’s family [until I(Yahweh) finish punishing Eli’s family].	1_Samuel
1 Samuel 21:10	(title) David goes to Gath.  So David ran/fled from Saul. And David went to a man named Achish [who was the king of Gath].	1_Samuel
1 Samuel 20:18	Then Jonathan said to David, ["Tomorrow the New-Moon feast will start]. But you(David) will not come to the feast. My(Jonathan's) father will see [that you(David) are not sitting at the table].	1_Samuel
Matthew 24:28	The big birds [that eat dead animals] _frameInferable gather in the place [that there is a dead animal at]. (implicit-situational) Therefore [when you(followers) see a vulture,] you(followers) know [there is a dead animal there]. (implicit-situational) Similarly, [when these things happen] people will know [the Son-of-man _1stAs3rd is here again].	Matthew
Joshua 21:21	The tribe named Ephraim gave the towns named Shechem and Gezer to the other families [that were Kohath's descendants]. Shechem was in the mountains [that the tribe named Ephraim owned]. ( A person [who lived near Shechem] might accidentally kill another person. Then that person should run to Shechem. )	Joshua
Acts 16:29	Then the chief guard of the prison told [a person to bring a light to the chief guard of the prison]. Then the chief guard of the prison ran inside the prison. And the chief guard of the prison was very afraid. And the chief guard of the prison knelt down in front of Paul and Silas.	Acts
Daniel 10:2	[After I(Daniel), Daniel, saw this vision] I(Daniel) was sad for three weeks.	Daniel
2 Samuel 20:11	One of the men [that was following Joab] stood by Amasa's body. That man said to the other soldiers, ["[If you(soldier) want [to follow Joab and David]] (imp) you(soldiers) follow Joab!]"	2_Samuel
Mark 8:3	[If I(Jesus) send these hungry people now _implicit from this place to these people's houses,] these people will become very weak. And these people might fall-B [while these people are traveling]. For some of these people came from places [that are far from this place]."	Mark
Genesis 37:19	The brothers said to each-other(brothers), ["The boy [who dreams] is coming!]	Genesis
Joshua 19:39	So Yahweh gave towns and villages to the tribe named Naphtali. Each group of families [that were in that tribe] received land.	Joshua
2 Samuel 19:37	You(David) let (imp) [me(Barzillai) return to my(Barzillai's) town][so that I(Barzillai) could die near the grave of my(Barzillai's) father and my(Barzillai's) mother]. But this man is your(David’s) servant named Kimham.  My(Barzillai's) master and my(Barzillai's) king, you(David) (imp) let[Kimham go across the river with you(David)].  You(David) (imp) do for Kimham the things [that you(David) want [to do]]."	2_Samuel
2 Samuel 18:3	But the soldiers said to David, ["You(David) must not go with us(soldiers)]. Absalom's men want [to kill you(David)]. Those men do not want [to kill us(soldiers)]. So you(David) should stay in the city. [If we(soldiers) have trouble] you(David) will help us(soldiers)."	2_Samuel
Esther 9:20	Mordecai wrote about all these events in letters. Then Mordecai sent the letters to all the Jews [that lived in Xerxes' kingdom].	Esther
Joshua 18:15	Then the border went from Kiriath-Jearim to the springs [that were at Nephtoah].	Joshua
Mark 5:7	That man shouted loudly, ["(rhetorical) Jesus, Son of God-Most-High, what will you(Jesus) do to me(man)?] [" (statement) Jesus, Son of God-Most-High, you(Jesus) (imp) do not treat me(man) badly!] You(Jesus) (imp) promise/swear in God's name [ you(Jesus) will not hurt/torture me(man)] !"	Mark
1 Samuel 7:1	Then the men [who lived in Kiriath-Jearim] came to the Ark-of-the-Covenant. And those men took the Ark-of-the-Covenant to Abinadab's house [which was on a hill].  Then the people chose/appointed [Abinadab's son named Eleazar to guard the Ark-of-the-Covenant].  So Eleazar cleaned Eleazar. So those people consecrated (vocab-alternate) Eleazar. And Eleazar gave/offered gifts/sacrifices [so that God would accept Eleazar].	1_Samuel
Joshua 13:28	Moses gave all of those regions and towns to the families [that were in the tribe named Gad].	Joshua
2 Samuel 2:2	So David and David’s two wives went to Hebron. One wife’s name was Ahinoam. Ahinoam was from Jezreel.  And the other wife’s name was Abigail. Abigail was the widow of Nabal. Abigail was from Carmel.	2_Samuel
2 Samuel 1:27	Israel's strong men died during the battle. The enemy broke the strong men's weapons."	2_Samuel
1 Samuel 9:22	Then Samuel took Saul and Saul's servant into a big room. About 30 people were in that room. Previously Samuel invited those people to that room. Then Samuel told [Saul to sit down in front of those people].	1_Samuel
2 Samuel 13:32	Jonadab was one of Shimeah’s sons. Jonadab was David’s brother. Jonadab said to David, ["(imp) You(David) do not think [that all of your(David’s) sons are dead].] Only Amnon is dead.  Absalom was planning[to kill Amnon][because Amnon rapedAbsalom’s sister named Tamar].	2_Samuel
Matthew 20:1	(title) Jesus tells a story/parable [that is about people [who work in a vineyard]]. _paragraph (complex) For the kingdom-B of heaven is like a person [who owns land]. (simple) God [who rules God's people] is like a person [who owns land]. That person left that person's house _implicit early in the morning [in order to find people [who will work in that person's vineyard]].	Matthew
Joshua 16:10	The people [that were in the tribe named Ephraim] were not able [to force [the Canaanites to leave Gezer]]. So the Canaanites continued living among Ephraim’s descendants. But the people [that were in the tribe named Ephraim] forced [those Canaanites to become slaves].	Joshua
2 Samuel 22:2	David said,["Yahweh is my(David's) rock]. Yahweh protects me(David). And Yahweh saves/rescues me(David).	2_Samuel
Joshua 13:17	Moses also gave the land [that was near Heshbon] and all of the towns [that were on the plain] to those people. The names of those towns were Dibon, Bamoth-Baal, and Beth-Baal-Meon.	Joshua
Mark 9:32	But those followers/disciples did not understand the thing-C [that Jesus was saying to those followers/disciples _implicit]. And those followers/disciples were afraid [to ask Jesus about that thing-C _implicit].	Mark
Genesis 30:23	Then Rachel birthed a son. And Rachel said, ["I(Rachel) praise God.]  I(Rachel) was ashamed [because I(Rachel) did not have a son].  But now God gave a son to me(Rachel).”	Genesis
Acts 2:5	In the beginning God created the heavens and the earth. There were no things on the earth. And darkness covered the deep water. Then God said, ["Let there be light."]  Then there was light.	Acts
1 Samuel 16:12	So Jesse sent a man [to bring Jesse's youngest son to Jesse]. That son was very healthy and very handsome. Yahweh said to Samuel, ["You(Samuel) (imp) stand up].  And you(Samuel) (imp) pour oil on this boy’s head.  I(Yahweh) chose this son."	1_Samuel
Matthew 26:62	_paragraph Then the chiefest priest stand-up-A. (yesrhetorical) And the chiefest priest asked Jesus, ["Are you(Jesus) going to speak [in-order-to (implicit-situational) defend yourself(Jesus)]?] (statement) And the chiefest priest said to Jesus, ["You(Jesus) (imp) speak [in-order-to (implicit-situational) defend yourself(Jesus)]]. What do you(Jesus) _implicitNecessary say _implicitNecessary about the things-C [that these 2 _implicit men said about you(Jesus)]?"	Matthew
Mark 14:22	[While Jesus _paragraph and those followers/disciples were eating the meal _implicit of Passover,] Jesus pick-up some _implicit bread. And Jesus thanked God for that bread. Then Jesus broke that bread. And Jesus gave that bread to those followers/disciples. Then Jesus said, ["You(followers) (imp) take this bread _implicit]. (primary) This bread is my(Jesus's) body. (meaning-1) This bread is like my(Jesus's) body."	Mark
1 Samuel 15:19	Why did not you(Saul) obey Yahweh? Why did you(Saul) keep the best animals?  And why did you(Saul) do evil things?  Yahweh sees the evil things [that you(Saul) do]."	1_Samuel
Mark 9:36	(paragraph) Then Jesus called-A a small child. And Jesus put that child among the followers/disciples. Jesus put Jesus's arms around that child. And Jesus said to those followers/disciples,	Mark
Daniel 6:5	Then these officials said to the other officials, ["We(officials) are not able [to prove [that Daniel breaks any laws of the king]]]. But we(officials) are able [to accuse [Daniel of doing all the things [that the laws of Daniel's God say]]]."	Daniel
1 Samuel 3:15	Then Samuel slept until the morning. [After Samuel got up] Samuel opened the doors of the tabernacle. Samuel was afraid [to tell Eli about the things [that Yahweh said]].	1_Samuel
Mark 9:1	Then Jesus said to the disciples and the crowd , ["I(Jesus) tell the truth to you(people)]. (complex) Some of the people [who are standing here] will not die [until those people see the kingdom-B of God come with power ]. (simple) Some of the people [who are standing here] will not die [until those people see-B [God ruling God's people with power _inLDV]] ."	Mark
1 Samuel 17:19	Your(David's) brothers are with Saul and the Israelite army in the valley named Elah. The Israelites are fighting the Philistines in that valley."	1_Samuel
1 Samuel 28:13	The king said to that woman, ["You(woman) (imp) do not be afraid]! What do you(woman) see?" The woman said, ["I(woman) see a spirit [that is coming out of the earth]]."	1_Samuel
Nehemiah 8:9	But [when the people heard the words of the Law] those people cried/wept. Those people (implicit-info) cried [because previously those people did not obey those laws]. Then Nehemiah [who was the ruler/governor], Ezra [who was the priest] [and who taught the people about the Law], and the people [that were in the tribe named Levi] [and who taught the people about the laws] spoke to those people. Nehemiah said, ["This day is special/holy for Yahweh [who is your(people's) God]]. So you(people) (imp) do not be sad. And you(people) (imp) do not cry/mourn."	Nehemiah
Joshua 11:20	Yahweh caused [those people to become stubborn] [so that those people would fight the Israelites].  Yahweh wanted [to completely destroy those people]. So Yahweh was not merciful to those people. Previously Yahweh commanded [Moses to kill all of those people]. So Joshua obeyed Yahweh.	Joshua
2 Samuel 3:15	So Ish-Bosheth ordered [men to take-away Michal from Michal's husband named Paltiel]. Paltiel was the son of Laish.	2_Samuel
Nahum 1:5	Yahweh shakes the mountains. And Yahweh causes [the hills to melt]. The earth and all of the people [who live on the earth] fear Yahweh.	Nahum
Mark 14:52	Then that young man left that young man's sheet. And that young man was not wearing clothes [while that young man run-away] .	Mark
Matthew 8:33	The men [who cared for the pigs] run-away. Those men went into the city _frameInferable . And those men told people _implicit about all of these things-B. Those people also told people _implicit about the things-B _implicitNecessary [that happened to the 2 _implicit men [who were controlled by evil spirits/demon]].	Matthew
Nehemiah 8:11	The people [that were in the tribe named Levi] helped [the other people to become calm]. The people [that were in the tribe named Levi] said to those people, ["You(people) (imp) be quiet]. And you(people) (implicit-info) (imp) stop crying. This day is special/holy. So you(people) (imp) do not be sad."	Nehemiah
Esther 1:5	After that party Xerxes invited all the people [that lived in Susa] [to come to another party]. Xerxes invited the important people [that lived in Susa] [to come to this party]. And Xerxes also invited the people [that were not important] [to come to this party]. This party was in the garden [that was at Xerxes' palace]. Xerxes celebrated with these people for 7 days.	Esther
2 Samuel 11:16	So [while Joab and the soldiers were attacking the city] Joab saw the place [that the enemies’ best soldiers were protecting the city at]. Then Joab ordered [Uriah to go to that place].	2_Samuel
Acts 3:10	And those people recognized the man. That man was the man [who sat at the gate [in-order-to ask [people to give money to that man]]]. The people called this gate Beautiful. So those people were very surprised [because those people saw [that man [who was not able [to walk]] doing those things]].	Acts
Genesis 23:1	-Title Sarah dies. Sarah was 127 years old [when Sarah died].	Genesis
Nehemiah 3:19	A man named Ezer [who was a son of Jeshua] ruled the people [who were living in Mizpah]. Ezer repaired the next part of the wall. That part of the wall was in front of the path [that led to the building [that soldiers stored those soldiers' weapons in]]. And that part of the wall led to a corner of the wall.	Nehemiah
Joshua 18:2	But at that time 7 of the tribes of Israel still did not own land. Earlier God promised [that God would give land to all of the tribes of Israel].	Joshua
Genesis 41:32	So Your(king's) 2 dreams have the same meaning. You(king) had 2 dreams [because God is telling you(king) [that these things will definitely happen soon]].	Genesis
Acts 20:26	So today I(Paul) am telling you(leaders) about a thing [that I(Paul) know [is true]]. God will not blame me(Paul) [if any person dies [before any person believes in Jesus].]	Acts
Genesis 32:31	Then the sun rose. And Jacob left that place. But Jacob limped [because God touched Jacob's hip].	Genesis
1 Samuel 1:2	Elkanah had two wives. One wife’s name was Hannah. And the other wife’s name was Peninnah. Peninnah had children. But Hannah did not have children.	1_Samuel
2 Samuel 6:11	Yahweh’s Ark of the Covenant was in Obed-Edom’s house for 3 months. Yahweh blessed Obed-Edom and Obed-Edom's family.	2_Samuel
Esther 6:8	You(king) (imp) give a royal robe [that you(king) wore] to that man. And you(king) (imp) bring a horse [that you(king) rode] to that man. And you(king) (imp) put a crown on that horse's head.	Esther
Daniel 11:42	That king will rule the people [who live in many countries]. That king will also rule the people [who live in Egypt].	Daniel
2 Samuel 2:9	Then Abner said/declared [that Ish-Bosheth was the new king of Israel].  Ish-Bosheth was  the king of  Gilead, Ashuri, and Jezreel.  Ish-Bosheth was also the king of Ephraim, Benjamin, and other regions [that were in Israel].	2_Samuel
2 Samuel 10:1	(title) David defeats the Ammonites.  Later the king of the Ammonites died. Then the king's son named Hanun became the king of Ammon.	2_Samuel
Matthew 22:29	_paragraph Jesus answered, ["You(Sadducees) are making _imperfectiveNotBackgrounded a mistake [because you(Sadducees) do not understand the Scriptures or God's power]].	Matthew
Mark 13:8	For nations will fight-A each-other(nations). And countries/kingdoms-A will fight each-other(countries). The ground will shake much in many places. The land will also _implicit not produce enough food [so that the people will die/starve]. These events will be-U like the first pains of a woman [who will soon birth a baby]. (implicit-situational) These events will be signs-B [that show [people _generic will soon suffer more]].	Mark
Nehemiah 10:20	Magpiash, Meshullam, Hezir,	Nehemiah
Genesis 31:37	You(Laban) looked at all the things [that I(Jacob) own]. but you(Laban) did not find any thing [that belongs to you(Laban)]. [If you(Laban) found any thing [that belongs to you(Laban)]] you(Laban) (imp) show it to us(Jacob) now. You(Laban) (imp) put that thing in-front-of your(Laban's) relatives and in-front-of my(Jacob's) relatives now. Our(Jacob's) relatives will know [that I(Jacob) did not steal any thing from you(Laban)].	Genesis
Genesis 44:28	[When one of Rachel's sons left me(Jacob)] I(Jacob) thought, ["A wild animal ate that son]." And I(Jacob) did not see that son again.	Genesis
Matthew 2:2	Those wise men asked the people _implicit [who were in Jerusalem ], ["Where (primary) is the Jews' king [who was born recently _implicit]?] ["Where (meaning-1) is the person [who was born recently _implicit] [and who will become the king of the Jews]?] (primary) In the eastern land/region _significantLocation we(men) saw that king's star . (meaning-1) We(men) saw that king's star [when that star rose]. (implicit-situational) And that star showed us(men) [that king was born]. So we(men) came [in-order-to honor/worship that king]."	Matthew
1 Samuel 1:12	[While Hannah was praying] Eli watched Hannah's mouth.	1_Samuel
Genesis 17:7	I(God) will make a covenant with you(Abram) and with your(Abram's) descendants. I(God) will be your(Abram's) God forever.  and I(God) will be the God of your(Abram's) descendants forever.	Genesis
Genesis 5:25	Methuselah had a son [when Methuselah was 187 years old].  Methuselah named this son Lamech.	Genesis
Mark 14:5	(literalunits) For that perfume might be sold by that woman _implicitActiveAgent for more-than _Adj 300 denarii. (modernunits) For that perfume might be sold by that woman _implicitActiveAgent for the amount of money [that a person earns in about _Adj a year]. And that money might be given by that woman _implicitActiveAgent to poor people." And those people much told that woman [the thing [that woman did] was bad].	Mark
Genesis 27:28	I(Isaac) pray to God [that God will give enough rain to you(Esau).]  And God will give you(Esau) good soil [so-that you(Esau) could have much grain and good wine].	Genesis
Daniel 2:48	Then the king gave great authority to Daniel. And the king gave many gifts to Daniel. The king caused [Daniel to rule all the people in Babylon]. And the king caused [Daniel to be more important than all the astrologers and all the magicians].	Daniel
Esther 10:2	The king's secretaries wrote about all of the great things [that Xerxes did]. The secretaries also wrote about all the things [that Mordecai did]. The king caused [Mordecai to become very important].	Esther
Joshua 5:3	So Joshua made knives with flint stones. Then Joshua circumcised the Israelites at Gibeath-Haaraloth.	Joshua
Matthew 27:16	A Jewish _implicit man named Jesus-Barabbas was a famous prisoner [who was put in prison by the Roman soldiers _implicitActiveAgent].	Matthew
Joshua 8:22	Then the other Israelite soldiers [who were in the city] came out from the city. And those soldiers helped [Joshua fight the soldiers [that were from Ai]]. So the soldiers [that were from Ai] were between the 2 groups of Israelite soldiers. The Israelites killed all of the soldiers [that were from Ai]. No soldiers [that were from Ai] escaped from the army of Israel.	Joshua
1 Samuel 18:14	David always did things very well [because Yahweh was with David].	1_Samuel
Mark 3:6	Then the Pharisees _frameInferable go-out. And those Pharisees immediately started planning/plotting with the people [who supported King _implicit Herod] against Jesus [so that those people could kill Jesus].	Mark
Matthew 1:20	_paragraph But [after Joseph thought about these things,] suddenly an angel of the Lord-A appeared-C to Joseph in a dream. And that servant/angel said to Joseph, ["Joseph son of king _implicit David, you(Joseph) (imp) do not be afraid [to marry Mary]]. That action (implicit-situational) will not be bad _morally. (literal) For the child [who is in Mary] be-F from the Holy-Spirit. (dynamic) For the Holy-Spirit _emphasized caused [the child to grow in Mary]. (implicit-situational) No man caused [Mary to become pregnant ].	Matthew
1 Samuel 14:2	Saul was staying under a tree [that was near Gibeah]. About 600 men were with Saul.	1_Samuel
Daniel 3:14	Nebuchadnezzar said to these men, ["Shadrach, Meshach, and Abednego, do you(men) not worship my(Nebuchadnezzar's) gods]? And did you(men) not worship the gold statue [that I(Nebuchadnezzar) made]?	Daniel
Genesis 34:6	[While Jacob was waiting for the sons of Jacob] the father of Shechem named Hamor came to Jacob [in-order-to talk to Jacob].	Genesis
1 Samuel 31:9	Then the Philistines cut off Saul’s head. And the Philistines took Saul's armor. Then the Philistines sent men/messengers throughout the regions [that the Philistines lived in].  And those men/messengers went into the temples of the Philistines’ idols [in order to tell people [that Saul was dead]]. And those men/messengers told all of the Philistines [that Saul was dead].	1_Samuel
2 Samuel 23:33	Jonathan was the son of Shammah. Jonathan was from Harar.Ahiam was the son of Sharar. Ahiam also was from Harar.	2_Samuel
Mark 4:26	(title) Jesus tells a parable [that is about seeds [that grow]]. (paragraph) (complex) Jesus also said, ["This story/parable describes the kingdom-B of God ]. (simple) Jesus also said, ["I(Jesus) _implicitNecessary will tell-D _implicitNecessary a story/parable [that explain-how [God rules God's people ]]]. A man scattered seeds on the ground.	Mark
Matthew 13:11	_paragraph (complex) Jesus answered, ["You(followers) are allowed by God _implicitActiveAgent [to understand the secrets [that are about the kingdom-B of heaven]]]. (simple) Jesus answered, ["You(followers) are allowed by God _implicitActiveAgent [to understand the secrets [that explain-how [God rules God's people]]]]. But I(Jesus) use stories/parables [because some people are not allowed by God _implicitActiveAgent [to understand those secrets]].	Matthew
2 Samuel 10:10	Then Joab sent the other soldiers to Joab’s brother named Abishai.  Joab told [Abishai and those soldiers to fight the Ammonite soldiers].	2_Samuel
1 Samuel 9:26	[When the sun started rising in the morning] Samuel got up. And Samuel said to Saul [who was on the roof], ["You(Saul) (imp) prepare [to go]]. I(Samuel) will send you(Saul) to your(Saul's) house." So Saul prepared [to go]. Then Samuel went outside the house with Saul and Saul’s servant.	1_Samuel
1 Samuel 30:12	Those men gave some figs and some raisins to that man.  So that man ate that food. Then that man felt well. Previously that Egyptian man did not eat food for 3 days and 3 nights. And that Egyptian man did not drink water for 3 days and 3 nights.	1_Samuel
Mark 14:34	Then Jesus said to those followers/disciples, ["My(Jesus's) soul is very sad [so that I(Jesus) am almost dying]]. You(followers) (imp) stay at this place. And you(followers) (imp) continue to be awake _inLDV."	Mark
