reference	verse	book
Acts 15:10	So you(Jews) do not (imp) cause [God to be angry] [by putting a heavy burden on people [who believe in Jesus] [and who are not Jews]. Even we(Jews) and our (Jews') parents were not able to carry that burden]. So (alt) you (Jews) do not (imp) cause [God to be angry] [by giving a difficult rule to people [who believe in Jesus] [and who are not Jews]. Even we (Jews) and our (Jews') parents were not able to follow those rules!]	Acts
Joshua 10:19	But (imp) you(soldiers) do not stay at that cave. You(soldiers) (imp) continue chasing your(soldiers') enemies.  You(soldiers) (imp) attack those soldiers [while those soldiers are running from you(soldiers)]. (imp) You(soldiers) do not let [those soldiers go to the soldiers' cities]. Your(soldiers') God named Yahweh will cause [you(soldiers) to defeat your(soldiers') enemies]."	Joshua
Matthew 20:24	_paragraph [When the 10 other _implicit followers/disciples heard-D about the thing [that James and John asked-B Jesus for],] the 10 other _implicit followers/disciples became angry-B with the 2 brothers.	Matthew
Mark 5:34	Jesus said to the woman, (complex) ["Daughter, your(woman's) faith healed you(woman)]. (simple) ["Daughter, you(woman) were healed by me(Jesus) _implicitActiveAgent [because you(woman) believed in me(Jesus) _implicit]]. You(woman) may go to your(woman's) house _implicit now _implicit. (literal) And I(Jesus) pray/pray-hope [you(woman) are in peace]. (dynamic) And I(Jesus) pray/pray-hope [God causes you(woman) [to be peaceful]]. And you(woman) (imp) be healthy now [(implicit-situational) because you(woman) believed in me(Jesus)]."	Mark
Joshua 15:47	Yahweh gave Ashdod and all of the small towns [that were near Ashdod] to the tribe named Judah. Yahweh also gave the fields and towns [that were near Gaza] to the tribe named Judah. The stream-Egypt and the sea-Mediterranean were that region's borders.	Joshua
1 Samuel 17:49	David took a stone from David's bag. Then David put that stone into David's sling. And David threw/slung that stone at Goliath with the sling. The stone hit Goliath’s forehead. Then Goliath fell to the ground.	1_Samuel
Nehemiah 3:24	A man named Binnui [who was a son of Henadad] repaired the next part of the wall. That part of the wall led from Azariah's house to the corner of the wall. Binnui also repaired the corner of the wall.	Nehemiah
Genesis 31:18	Then Jacob and Jacob's family began traveling to the house of Jacob's father named Isaac [who lived in Canaan]. All the animals [that Jacob owned] walked in-front-of Jacob. Jacob brought all the things [that Jacob had obtained [while Jacob lived in northwest Mesopotamia]].	Genesis
Genesis 10:24	Arphaxad was the father of Shelah [who was the father of Eber].	Genesis
Genesis 47:15	Later these people were not able [to pay Joseph for grain] [because these people did not have money].  So these people went to Joseph. and the people said to Joseph, ["Please you(Joseph) (imp) give food to us(people) [although We(people) do not have money]]. [if we(people) do not eat] we(people) will die in-front-of you(Joseph)."	Genesis
Acts 15:27	We(leaders) are also sending Judas and Silas to you(Gentiles). Judas and Silas will tell you(Gentiles) about the same things [that we(leaders) wrote about].	Acts
2 Samuel 20:17	So Joab went to that woman. That woman asked Joab, ["Are you(Joab) Joab]?"Joab answered, ["Yes.] I(Joab) am Joab."Then that woman said, ["(imp) You(Joab) listen to me(woman)]."Then Joab said, ["I(Joab) will listen to you(woman)]."	2_Samuel
Genesis 37:30	Then Reuben went to the other brothers. and Reuben said, ["The boy is not in the well!] What will I(Reuben) do?"	Genesis
2 Samuel 13:12	Tamar said to Amnon, ["My(Tamar’s) brother, no!]  (imp) You(Amnon) do not force [me(Tamar) to sex you(Amnon)]! People [who live in Israel] should not do this evil thing.  You(Amnon) (imp) do not do this wicked thing!	2_Samuel
Genesis 26:22	Then Isaac went to a different place. and the servants of Isaac dug another well. The men [who lived in Gerar] did not argue with Isaac about that well. so Isaac named that well Rehoboth.  –Footnote Rehoboth means enough land. Isaac said, ["Now Yahweh has given enough land to us(Isaac)]. and we(Isaac) will be prosperous in this place."	Genesis
Genesis 2:10	There was a river in Eden.  This river carried water to all the plants in the garden.  [After the river flowed through Eden] the river divided into 4 rivers.	Genesis
1 Samuel 19:19	But a person told Saul, ["David is in Naioth [which is in Ramah]"].	1_Samuel
Acts 21:38	Are you(Paul) that man [who is from Egypt] [and who caused [people to fight against the government]] [and who led four thousand men [who often hurt people] into the desert?]"]	Acts
1 Samuel 8:4	So all of the leaders of the Israelites came to Samuel at Ramah.	1_Samuel
Mark 7:1	(title) Jesus explains the things-C [that cause [a person to become religious dirty/unclean]]. (paragraph) The Pharisees and some of the people [who teach the religious _implicit laws/Law] came from Jerusalem. And those Pharisees and those people/scribes gathered-C near Jesus.	Mark
Nehemiah 13:21	But I(Nehemiah) warned those people. I(Nehemiah) said, ["Why do you(people) stay near the wall during the night?] [If you(people) stay near the wall again] I(Nehemiah) will arrest you(people)." Then those people stopped coming to Jerusalem on the seventh day of the week.	Nehemiah
Esther 2:8	[After the king wrote the new law] the king's officials brought many young girls to the palace [that was in Susa]. Hegai cared for those girls. The officials also brought Esther to the king's palace. Then Hegai cared for Esther also.	Esther
Genesis 30:30	[Before I(Jacob) came to this place] you(Laban) had few things. but now you(Laban) have many things. Yahweh blessed you(Laban) [while I(Jacob) worked for you(Laban)]. But now I(Jacob) want [to obtain sheep and goats for my(Jacob's) family].	Genesis
Genesis 19:18	But Lot said to the angel, ["Lord, please you(angel) (imp) do not tell me(Lot) [to run to the mountains]!]	Genesis
1 Samuel 10:19	Then Samuel said, ["But you(Israelites) are leaving/rejecting your(Israelites') God now]. God saves you(Israelites) from your(Israelites') problems and your(Israelites') trouble.  But you(Israelites) said, ["We(Israelites) want a king [who will rule us(Israelites)]]." So you(Israelites) (imp) come now. And you(Israelites) (imp) stand in-front-of Yahweh. Each tribe and each group of families must stand in-front-of Yahweh.  And Yahweh (implicit-info) will choose a king for you(Israelites)."	1_Samuel
Acts 18:6	But the Jews disagreed with Paul. And the Jews insulted Paul. Then Paul shook his clothes to show those people [that Paul thought [that the Jews were wrong]]. And Paul said to the Jews, ["[If God says [that you(Jews) are guilty]], you(Jews) are responsible. I(Paul) am not responsible, [because I(Paul) have done the things [that God told me to do]]. Starting from now, I(Paul) will go to the places [where the people [who are not Jews] stay.]"]	Acts
Matthew 2:23	[After Joseph and Joseph's family _implicit came to Galilee _implicit,] Joseph and Joseph's family _implicit lived in a town named Nazareth . Thus the things [that were said by God through-B the prophets] happened/be-fulfilled . Those people/prophets said [Jesus would be called by people _implicit a person [who comes from Nazareth]].	Matthew
Genesis 22:2	Then God said to Abraham, ["You(Abraham) (imp) take your(Abraham's) only son named Isaac [who you(Abraham) love] to the region named Moriah]. You(Abraham) (imp) kill Isaac at that place. and you(Abraham) (imp) burn the body of Isaac. Thus you(Abraham) will sacrifice Isaac to me(God). I(God) will show you(Abraham) the mountain [where you(Abraham) should sacrifice Isaac]".	Genesis
Acts 20:10	Paul went to the place [where Eutychus was]. And Paul lay on Eutychus' body. And Paul wrapped Paul's arms around Eutychus. And Paul said to the people, ["You(people) don't (imp) worry! Now Eutychus is alive."]	Acts
Genesis 12:14	[When Abram and Sarai arrived in Egypt] the Egyptians thought [that Sarai was very beautiful].	Genesis
Matthew 27:33	The soldiers and the prisoners arrived at a place named Golgotha. (comment-begin) Golgotha means-C the place of the bones of a person's head. (comment-end)	Matthew
Daniel 2:24	So Daniel went to Arioch [because the king had commanded [Arioch to kill all the astrologers and all the magicians [that live in Babylon]]]. Daniel said to Arioch, ["You(Arioch) (imp) do not kill the astrologers and magicians [that live in Babylon]]. You(Arioch) (imp) take me(Daniel) to the king. Then I(Daniel) will tell the king about the king's dream. And I(Daniel) will explain the meaning of the dream to the king."	Daniel
Mark 7:7	These people honor/worship me(God) without a purpose _inLDV. For these people teach-B religious _implicit customs [that people made] [just-like these people teach-B laws [(implicit-situational) that I(God) made]]." (footnote) You(people) (imp) see Isaiah 29:13.	Mark
2 Samuel 6:16	The people brought the Ark of the Covenant into David’s City. At that time Saul’s daughter named Michal was watching the people through a window. Michal saw [the men carrying the Ark of the Covenant into the city]. And Michal saw [King David dancing in front of Yahweh]. Then Michal hated David.	2_Samuel
Acts 15:23	And this group of people wrote a letter.  Then this group of people gave this letter to these men [to carry this letter to Antioch]. This letter said, “We(leaders) are your(Gentiles) brothers.  We(leaders) greet you people [who believe in Jesus] [and who are not Jews] [and who live in Antioch, Syria and Cilicia].	Acts
Matthew 21:21	_paragraph Jesus answered, ["I(Jesus) am telling you(disciples) the truth]. (complex) [If you(disciples) have faith in God _implicit] [and if you(disciples) do not doubt], you(disciple) will be able [to do the thing [that was done by me(Jesus) _implicitActiveAgent to the tree-fig]]. (simple) [If you(disciples) believe in God _implicit] [and if you(disciples) do not doubt], you(disciple) will be able [to do the thing [that was done by me(Jesus) _implicitActiveAgent to the tree-fig]]. And [if you(disciples) tell this mountain [to jump into the sea],] this mountain will jump into the sea.	Matthew
Acts 1:24	Then the apostles prayed.  One of the apostles said, ["Lord, you(Lord) know all people's thoughts].  You(Lord) (imp) show the man [that you(Lord) choose] to us(apostles). Then that man will do this work.	Acts
Mark 9:20	(paragraph) So the people _frameInferable brought that boy to Jesus. [When that evil/unclean _implicit spirit saw Jesus,] that evil/unclean _implicit spirit immediately caused [that boy to shake much ]. Then that boy fell. And that boy rolled _inLDV on the ground. Saliva/foam come-out from that boy's mouth.	Mark
Genesis 20:2	[When Abraham arrived in Gerar] Abraham told the people [that Abraham's wife named Sarah was Abraham's sister]. Abimelech [who was the king of Gerar] heard about Sarah. so Abimelech commanded some servants [to bring Sarah to Abimelech].	Genesis
Esther 1:22	King Xerxes sent letters to all the people [that lived in Xerxes' kingdom]. The king's secretaries wrote these letters with many languages. The king's new law said [that every man must rule the man's family].	Esther
Matthew 9:14	(title) The followers/disciples ask Jesus about people [who fast]. _paragraph Then John the Baptist's followers/disciples came. And those followers/disciples said to Jesus, ["We(followers) _ofJohn and the Pharisees fast often]. (rhetorical) So _implicit why do your(Jesus's) followers/disciples not fast? (statement) So _implicit your(Jesus's) followers/disciples should also _implicit fast."	Matthew
1 Samuel 25:42	Then Abigail quickly got on Abigail’s donkey. And Abigail went to the place [where David was staying].  Abigail also brought 5 female servants.  And David married Abigail.	1_Samuel
Genesis 48:19	But Jacob did not obey Joseph. Jacob said, ["My(Jacob's) son, I(Jacob) know [that Manasseh is your(Joseph's) firstborn son]]. Manasseh will become great. and Manasseh will have many descendants. But Manasseh's younger brother will be greater than Manasseh.  Ephraim will have very many descendants.  The descendants of Ephraim will become many nations."	Genesis
Genesis 11:13	Arphaxad lived for 403 years [after Shelah was born].  and Arphaxad had other children.	Genesis
Joshua 8:3	So Joshua led the army to Ai. Then Joshua chose 30000 men.  Those men were very good soldiers. And Joshua sent those men to a certain place during the night.	Joshua
2 Samuel 3:22	(title) Abner dies. [Soon after Abner left David] Joab and David's soldiers came to David. Those soldiers had attacked Israel's enemies.  Those soldiers brought many valuable things [that those soldiers took from the enemies].  But Abner was not with David [because David let[Abner leave]].	2_Samuel
Mark 9:44	(footnote) Most manuscripts of this part of the Scriptures do not include verse 44. But some manuscripts of this part of the Scriptures include verse 44. Verse 44 says, ["Hell-A is the place [where the worms [that eat people] never die] [and where the fire always burns]"]. You(people) (imp) see verse 48.	Mark
Genesis 26:13	and Isaac became rich. Each year Isaac harvested many crops.  And Isaac bought many slaves.  and Isaac owned many animals also. Thus Isaac became very rich.	Genesis
Acts 21:17	Paul (title) arrived in Jerusalem. [When we(disciples) arrived in Jerusalem,] the people [who believe in Jesus] welcomed us(disciples).  Those people were very happy [when those people saw us(disciples)].	Acts
2 Samuel 22:21	Yahweh saved me(David) [because I(David) did good things].    Yahweh gave good things to me(David)[because I(David) did not do bad things].	2_Samuel
Nehemiah 12:21	Hashabiah was the leader of Hilkiah’s family. And Nethanel was the leader of Jedaiah’s family.	Nehemiah
Genesis 22:11	But the angel of Yahweh [who was in heaven] called Abraham. and the angel said, ["Abraham!] Abraham!"  then Abraham give-attention to the angel.	Genesis
Mark 2:23	(title) Jesus is Lord of the seventh day of the week. (paragraph) On one seventh day _significantTime of the week Jesus and Jesus's people _implicit [who followed _routinely Jesus] were going through fields of grain. And [while the people [who followed _routinely Jesus] were walking] those people began picking the grains [in-order-to (implicit-situational) eat those grains].	Mark
1 Samuel 28:9	But the woman said to Saul, ["You(Saul) certainly know about the thing [that Saul did]].  Saul forced [all of the people [who talk to spirits] to leave Israel]. Why are you(Saul) trying [to trick me(woman)]?  [If I(woman) talk to a spirit] soldiers will kill me(woman)."	1_Samuel
Matthew 18:16	But [if that person does not listen to you(follower),] you(follower) (imp) go again _implicit to that person with 1 or 2 other _implicit friends/brothers-D or sisters-D _implicit _dual. You(follower) (imp) go with those friends/brothers-D or sisters-D [so that 2 or 3 friends/brothers-D or sisters-D _trial would agree/witness [that person is sinning]]. Then-D those friends/brothers-D or sisters-D will be able [to tell/testify the church of the leaders _metonymy about the things [that that person did]]. (footnote) You(people) (imp) see Deuteronomy 19:15.	Matthew
Acts 19:15	One day, an evil spirit said to Sceva's sons, ["I(demon) know Jesus. And I(demon) know [about Paul]. But I do not know you(men)."]	Acts
Matthew 12:23	All the people [who were there] were extremely surprised/amazed. (rhetorical) Those people asked each-other(people) _implicit, ["Is-V it possible [this person is the Son-of-David [ _descriptive who (implicit-situational) is the Christ]]?"] (statement) Those people said to each-other(people) _implicit, ["Perhaps this person is the Son-of-David [ _descriptive who (implicit-situational) is the Christ]!"]	Matthew
Genesis 17:16	I(God) will bless Sarah. and I(God) will cause [Sarah to birth a son]. You(Abraham) will be the father. Sarah will become the mother of many nations. Some descendants of Sarah will be kings.	Genesis
2 Samuel 3:26	Then Joab left David.  And Joab sent soldiers [in order to find Abner]. Those soldiers found Abner at the well of Sirah. And those soldiers brought Abner  to Hebron. But David did not know [that Joab sent soldiers [in order to find Abner]].	2_Samuel
2 Samuel 5:25	So David obeyed Yahweh. And David defeated the Philistines. David killed the Philistines from Gibeon to Gezer.	2_Samuel
Mark 1:25	(paragraph) Jesus commanded that spirit, ["You(spirit) (literal) (imp) become quiet!] ["You(spirit) (dynamic) (imp) stop talking!] And you(spirit) (imp) come-out from this man!"	Mark
Genesis 4:11	Therefore I(God) will curse you(Cain).  You(Cain) will not be able [to  harvest many crops from the ground].  The blood of your(Cain's) brother is on the ground [because you(Cain) killed your(Cain's) brother].	Genesis
Matthew 15:35	_paragraph Jesus told the people [the people to sit-down on the ground].	Matthew
Genesis 21:27	Then Abraham gave sheep and cattle to Abimelech. and  Abraham and Abimelech made a treaty.	Genesis
Genesis 36:11	Eliphaz had 5 sons named Teman, named Omar, named Zepho, named Gatam, and named Kenaz.	Genesis
Daniel 3:27	The princes, rulers, and captains came [in order to see these three men]. These people saw [that the fire had not hurt Shadrach, Meshach, and Abednego]. The fire had not burned the clothes of these men or the coats of these men. These men did not smell like smoke.	Daniel
Mark 10:8	Those 2 people _frameInferable will become 1 body. Then-D those people are not 2 people. Those people are 1 body. (footnote) You(people) (imp) see Genesis 2:24.	Mark
Matthew 20:20	(title) The mother of 2 followers/disciples ask-C Jesus [to honor that mother's sons] _paragraph Then the mother of Zebedee's sons named James and John _implicit came to Jesus with that mother's sons. That mother knelt in-front-of Jesus. And that mother asked Jesus [to do a thing for that mother].	Matthew
Genesis 7:9	A male animal and a female animal entered the boat at the same time.  So all kinds of animals entered the boat [just-like God promised Noah].	Genesis
Mark 16:16	A person [who believes-B in me(Jesus) _implicit] [and who is dipped/baptize into water by a person _implicitActiveAgent _otherThingList] will be saved-A by God _implicitActiveAgent from bad-B actions and death. But a person [who does not believe-B in me(Jesus) _implicit] will be judged/condemn by God _implicitActiveAgent.	Mark
2 Samuel 19:35	I(Barzillai) am 80 years old. I(Barzillai) do not taste the food [that I(Barzillai) eat][because (implicit-info) I(Barzillai) am too old]. And I(Barzillai) do not taste the things [that I(Barzillai) drink].  I(Barzillai) do not hear the people [that sing]. So why should you(David) take care of me(Barzillai)?	2_Samuel
Genesis 19:37	The older daughter birthed a son.  That daughter named the daughter's son Moab. Moab is the ancestor of the Moabite [who are still living today].	Genesis
Joshua 8:13	So the Israelites prepared [to fight the soldiers of Ai]. Most of the Israelite soldiers were on the northern side of the city. The other Israelite soldiers were hiding at a place [that was on the western side of the city]. That night Joshua went into the valley.	Joshua
2 Samuel 16:8	Yahweh is punishing you(David) [because you(David) killed Saul's family]. You(David) were ruling Israel [instead of Saul ruling Israel]. But now Yahweh will let [your(David's) son named Absalom become the king]. God is destroying you(David) [because you(David) killed/murdered many people]!"	2_Samuel
Genesis 33:12	Then Esau said, ["We(Esau) should go to my(Esau's) house [which is in Edom].] I(Esau) will travel with you(Jacob)."	Genesis
Matthew 9:30	(literal) And those men's eyes were opened by Jesus _implicitActiveAgent. (dynamic) And those men became able [to see things] again. Jesus much warned those men, ["You(men) (imp) do not tell a person about the thing _implicit [that happened to you(men)]."]	Matthew
Esther 7:5	King Xerxes said to Queen Esther, ["Who is the man [that wants [to kill you(Esther) and your(Esther's) people]]?] Where is this man?"	Esther
Esther 4:11	And Esther told [Hathach to say to Mordecai, ["No person is able [to go to the king]]].  [Before a person goes to the king] the king must call the person. All of the people [that live in Xerxes' kingdom] know about this law. [If a person [that the king did not call] goes to the king] the king's guards will kill that person. But [if the king raises the king's gold scepter for that person] the guards will not kill that person. The king did not call me(Esther) for 30 days."	Esther
Joshua 13:4	The Avvites are living in the southern region. And you(Joshua) still must defeat the Canaanites [who are living between Arah, Aphek, and the Amorites].  The Sidonians own Arah.	Joshua
2 John 1:2	I(John) love you(people) [because we(John) know the true things [which God revealed]]. And we(John) will always know those things.	2_John
2 Samuel 23:7	A person [that touches thorns] uses an iron tool or a spear. And that person burns those thorns with fire."	2_Samuel
Mark 3:16	The following 12 men are the men [whom Jesus chose/appointed [to be people [who followed _routinely Jesus]]]. The name of one of those people/disciples was Simon. (comment-begin) Jesus named Simon Peter. (comment-end)	Mark
Genesis 38:28	[While Tamar was birthing the 2 babies] one baby put the baby's hand outside the womb. The nurse tied a red string on that baby's hand. and the nurse said, ["This baby came from the womb first]."	Genesis
Joshua 20:9	An Israelite or a foreigner [who was living among the Israelites] might accidentally kill a person. Then that Israelite or foreigner should run to one of those cities.  Then the relatives of the person [that the Israelite killed] must not kill that Israelite. But the judges [that were in those cities] must decide [whether that Israelite is guilty].	Joshua
Matthew 4:20	Immediately the brothers left those brothers’ nets. And those brothers followed Jesus.	Matthew
Genesis 41:20	Then the 7 thin cows ate the 7 fat cows.	Genesis
Nehemiah 10:25	Rehum, Hashabnah, Maaseiah,	Nehemiah
Esther 7:3	Then Queen Esther said to the king, ["I(Esther) hope [that I(Esther) please you(king)]]. You(king) (imp) allow [me(Esther) to live]. And you(king) (imp) allow [my(Esther's) people to live]. I(Esther) do not want other things.	Esther
Genesis 3:9	But God called the man.  God said, ["Where are you(Adam)?"]	Genesis
Nehemiah 10:36	The religious laws also say [that we(people) must bring our(people's) firstborn sons, our(people's) firstborn cows/cattle, our(people's) firstborn goats, and our(people's) firstborn sheep to God's house and to the priests [who serve in God's house]]. So we(people) will do these things.	Nehemiah
Genesis 42:14	But Joseph said to Joseph's brothers, ["I(Joseph) am correct]! You(brothers) are spies!	Genesis
Joshua 19:5	And the tribe named Benjamin owned the towns named Ziklag, Beth-Markaboth, and Hazar-Susah.	Joshua
Genesis 39:14	and Potiphar's wife said, ["You(servants) (imp) listen to me(wife)!] This Hebrew slave wants to [embarrass us(wife)]. This slave came in the house. and the slave tried [to sex me(wife)]. So I(wife) screamed.	Genesis
Esther 9:1	The new law [that Mordecai wrote] said [that the Jews should kill the Jews' enemies on March 7]. That day the Jews' enemies had hoped [to kill the Jews]. But that day the Jews killed the Jews' enemies [instead of the Jews' enemies killing the Jews].	Esther
Joshua 19:49	(title) The leaders of the Israelites give land to Joshua. The leaders of the Israelites finished dividing the land among the tribes. Then the Israelites gave land to Joshua [who was the son of Nun]. Earlier Yahweh promised [to give land to Joshua].	Joshua
Acts 2:3	The disciples will continue telling people about Jesus [until Jesus returns to the earth]. So the Spirit came to Jesus' disciples in Jerusalem. And the disciples became like a new temple. Earlier the prophets promised the Israelites [that these things will happen].	Acts
Matthew 21:26	But we(priests) should not say, ["John's authority _implicitNecessary came _implicitNecessary from people"] [because we(priests) are afraid of the crowd]. For all _hyperbolic the people _frameInferable think-C [John was a prophet]."	Matthew
Mark 15:18	Then those soldiers started to greet Jesus [(implicit-situational) just-like those soldiers might greet a king] [(implicit-situational) in-order-to laugh/mock at Jesus]. Those soldiers said, ["King of the Jews, we(soldiers) greet you(king)!"]	Mark
