reference	verse	book
2 Samuel 24:17	David saw the angel [that was killing the people]. Then David said to Yahweh, ["I(David) sinned]. These people follow me(David) [like sheep follow a shepherd]. These people did not sin. (imp) You(Yahweh) please punish me(David) and my(David's) family."	2_Samuel
Genesis 6:10	Noah had 3 three sons.  The names of these sons were Shem, Ham, and Japheth.	Genesis
Genesis 2:4	Thus God created all things [that are in the sky] and all things [that are on the earth].	Genesis
Acts 3:22	Moses said, ["The Lord [who is your(people's) God] will send a prophet [who is like me(Moses)] to you(people)]. The prophet will be from among you(people). You(people) must listen to all of the things [that the prophet tells [you(people) to do]].	Acts
Jonah 1:1	Jonah (title) run-away from Yahweh.  One day Yahweh spoke to Jonah. Jonah was Amittai's son.	Jonah
1 Samuel 9:15	On the previous day Yahweh spoke to Samuel.	1_Samuel
Matthew 20:3	_paragraph (literalunits) [When the time was the third hour,] that man left again _implicit. (modernunits) [When the time was 9AM,] that man left again _implicit. And that man saw other people [who were standing in the market] [and who were not working]. (footnote) (literalunits) The third hour was 9AM.	Matthew
Matthew 7:11	You(people) are evil. But you(people) know-how [you(people) give good gifts to your(people’s) children]. Therefore, your(people’s) Father [who is in heaven] [(implicit-situational) and who is good] will certainly give good things to the people [who ask those people’s Father for good things _implicit]!	Matthew
2 Samuel 19:20	I(Shimei) am your(David's) servant.  And I(Shimei) know [that I(Shimei) sinned]. I(Shimei) am the first person [that came to this place [in order to greet you(David)]]. I(Shimei) (implicit-info) want [you(David) to forgive me(Shimei)].  You(David) are my(Shimei's) master and my(Shimei's) king."	2_Samuel
2 Samuel 12:2	The rich man had many sheep and many cows.	2_Samuel
1 Samuel 25:43	Previously David married Ahinoam [who was from Jezreel]. So David had 2 wives.	1_Samuel
Daniel 4:35	All the people [who live on the earth] are worthless. God rules the angels [who are in heaven]. And God rules the people [who live on the earth]. No man is more powerful than God. No man is able [to ask God questions]. No man says to God, ["Why are you(God) doing these things]?"	Daniel
Matthew 17:23	The Son-of-Man's _1stAs3rd enemies _frameInferable will kill the Son-of-Man _1stAs3rd. But after 3 days the Son-of-Man _1stAs3rd will be raised-B by God _implicitActiveAgent." Then the followers/disciples became extremely sad.	Matthew
Matthew 5:12	You(people) (imp) be happy/joyful . And you(people) (imp) be glad [because your(people’s) reward [that is in heaven] is great]. For similarly _AdverbLDV other _implicit people persecuted the prophets [who lived [before you(people) lived]].	Matthew
Genesis 29:6	Then Jacob asked, ["Is Laban healthy?"] The shepherds answered, ["Laban is healthy]. The daughter of Laban named Rachel is bringing the sheep of Laban to this well now".	Genesis
Nahum 3:11	People [who live in Nineveh], you(people) will become drunk. You(people) will try [to hide from your(people's) enemies]. And you(people) will look for a place [that soldiers will not hurt you(people) in].	Nahum
Matthew 21:5	_paragraph That prophet _implicitNecessary said _implicitNecessary, ["God _implicitNecessary says _implicitNecessary, ["You(prophet) (imp) speak to my(God's) people _implicitNecessary [_descriptive who are-X my(God's) daughter named Zion]]]. You(prophet) (imp) say, ["You(people) (imp) look/behold]. Your(people's) king comes to you(people). That king is humble-A. And that king is riding on a animal/donkey and that animal's/donkey young animal/donkey.""" (footnote) You(people) (imp) see Zechariah 9:9.	Matthew
Daniel 2:14	Arioch was the captain of the king's guards. The king told [Arioch to kill all the astrologers and all the magicians [that live in Babylon]]. [When Arioch arrived at Daniel's house] Daniel spoke to Arioch wisely.	Daniel
Genesis 45:10	[If you(Jacob) move to Goshen] you(Jacob) will be near me(Joseph). Your(Jacob's) children, your(Jacob's) grandchildren, your(Jacob's) livestock, and all things [that you(Jacob) own] will also be near me(Joseph).	Genesis
Joshua 8:19	The 5000 Israelite soldiers [that were hiding] saw [Joshua raise Joshua's spear]. So those soldiers quickly ran from the place [where the soldiers were hiding] toward the city. Then those soldiers entered that city. And those soldiers captured all of the people [that were inside that city].  Then those soldiers started burning that city.	Joshua
Joshua 2:4	But [before that soldier came to Rahab's house] Rahab hid those 2 men. So Rahab said to the soldier, ["Those 2 men came to my(Rahab's) house]. But I(Rahab) did not know the place [that those 2 men came from].	Joshua
2 Samuel 15:29	So Zadok and Abiathar took God’s Ark of the Covenant to Jerusalem. And those two men stayed in Jerusalem.	2_Samuel
Matthew 18:27	The king [_descriptive who was that servant's master] pitied that servant. And the king told that servant [that servant did not need [to pay that servant's debt _inLDV]]. And the king let [that servant leave].	Matthew
Nahum 1:8	But Yahweh will destroy Nineveh with a big flood. Yahweh will chase Yahweh's enemies.  And Yahweh will kill all of Yahweh's enemies [who live in Nineveh].	Nahum
Acts 15:39	Paul and Barnabas definitely did not agree with each-other(Paul and Barnabas) about John Mark. Therefore, Paul and Barnabas separated. Barnabas led John Mark. And Barnabas and John Mark went on a ship. And Barnabas and John Mark traveled to an island called Cyprus.	Acts
Joshua 21:6	The Israelites also gave 13 towns to the families [that were descendants of Gershon]. Those towns were in the regions [that the tribes named Issachar, Asher, and Naphtali owned] [and that half of the tribe named Manasseh owned]. The region [that half of the tribe named Manasseh owned] was in Bashan.	Joshua
2 Samuel 12:13	Then David said to Nathan, ["I(David) sinned against Yahweh]."Then Nathan said, ["Yahweh forgave your(David's) sin]. You(David) will not die.	2_Samuel
Genesis 27:46	Later Rebekah said to Isaac, ["I(Rebekah) do not like these female Hittites]. [If Jacob marries a female Hittite [who lives in this place]] I(Rebekah) will die."	Genesis
1 Samuel 24:16	[After David finished talking] Saul said, ["David, my(Saul’s) son, I(Saul) hear your(David’s) voice]." Then Saul cried loudly.	1_Samuel
1 Samuel 18:6	[After David killed Goliath] David and the other soldiers were returning to the soldiers' houses. Then women came from all of the towns [that were in Israel] [in-order-to meet King Saul]. Those women were singing songs. And those women were dancing.  Those women also played cymbals and harps.	1_Samuel
2 Samuel 7:2	One day David said to a prophet named Nathan, ["I(David) am living in a palace made of cedar wood]. But God’s Ark of the Covenant is still in a tent."	2_Samuel
1 Samuel 23:12	Then David asked Yahweh, ["Will the people [who are living in Keilah] allow [Saul to kill me(David) and the men [who are with me(David)]]]?" Then Yahweh answered, ["These people will allow [Saul to kill you(David)]]."	1_Samuel
Mark 7:13	Thus _implicit you(Pharisees) ignore/reject God's message [by following your(Pharisees's) religious _implicit customs]. You(Pharisees) also _implicit teach-B to other people _implicit those customs. And you(Pharisees) do many similar things."	Mark
Nehemiah 9:32	Therefore our(people's) God, the great God, the powerful and wonderful/awesome God [who keeps God's promise [to love us(people)]], you(God) please do not think [that our(people's) trouble is small].  This trouble came to us(people), to our(people's) kings, to our(people's) leaders, to our(people's) priests, to our(people's) people [who tell your(Yahweh's) messages to people _generic], to our(people's) ancestors, and to all of your(Yahweh's) people. We(people) had this trouble since the time [when the kings of Assyria ruled us(people)] until today.	Nehemiah
Joshua 13:27	Moses also gave cities [that were in the valley] to those people.  The names of those cities were Beth-Haram, Beth-Nimrah, Sukkoth, and Zaphon.  Previously Sihon [who was the king of Heshbon] ruled other people [who were living  in places [that Moses did not give to the tribe named Reuben]].  So Moses gave those places to the tribe named Gad. (Those places were on the eastern side of the Jordan River. Sea-Galilee was also in that region.)	Joshua
1 Samuel 20:2	Jonathan answered, ["No!] You(David) will not die! My(Jonathan's) father always tells me(Jonathan) about the things [that my(Jonathan's) father will do].  My(Jonathan's) father tells me(Jonathan) about the important things and about the things [that are not important].  So my(Jonathan's) father always tells me(Jonathan) about my(Jonathan's) father's plans. So I(Jonathan) know [that you(David) will not die]."	1_Samuel
Joshua 18:16	Then the border went to the bottom of the hill [that was near the valley-Ben-Hinnom]. Ben-Hinnom was on the northern side of the valley-Rephaim. Then the border went to the valley-Hinnom.  That valley was on the southern side of Jerusalem. Then the border went to En-Rogel.	Joshua
Matthew 18:35	My(Jesus's) Father [who is in heaven] will treat you(followers) [just-like that king treated that servant] [if you(followers) do not forgive your(followers') friend/brother-D or sister-D _implicit in-H your(followers') heart]	Matthew
2 Samuel 16:5	(title) Shimei curses David.  [When King David was close to Bahurim], a man named Shimei was coming out from that place. Shimei was one of Saul's relatives. Shimei was Gera's son. [While Shimei was walking out of that city], Shimei was cursing David.	2_Samuel
1 Samuel 7:13	So God defeated the Philistines. And the Philistines did not enter the land of the Israelites again. [While Samuel was living] Yahweh fought the Philistines for the Israelites.	1_Samuel
Esther 4:15	Then Esther told [Hathach to go to Mordecai again].	Esther
Esther 1:12	So these 7 men went to Queen Vashti. And the men told the queen [that the king wants [the guests to see the queen]]. But the queen did not do all the things [that the king said]. The king became very angry [because the queen did not do all the things [that the king said]].	Esther
Genesis 2:7	[When God created man] God used the dust [that is on the ground] [in-order-to make body of the man]. Then God breathed into the nose of the man.  Thus God caused [the man to live].	Genesis
1 Samuel 20:39	The boy did not know [that David was hiding near that place]. The boy (implicit-info) did not know [that Jonathan was actually talking to David]. Only Jonathan and David knew [that Jonathan was talking to David].)	1_Samuel
Acts 1:6	-Title Jesus is carried to heaven by God. One day the apostles were with Jesus.  And the apostles asked Jesus, ["Lord, will you(Lord) give the kingdom of Israel to the Israelites now?"]	Acts
Genesis 47:23	Then Joseph said to the people, ["I(Joseph) bought you(people) and your(people's) land for the king]. Now I(Joseph) will give seeds to you(people) [so that you(people) could plant those seeds in the king's fields].	Genesis
Genesis 37:1	-Title Joseph dreams. Jacob lived in Canaan [which is the same country [where Jacob's father had lived]].	Genesis
Genesis 40:3	So the king put these 2 officers in the prison [where Joseph was].	Genesis
Matthew 20:25	Jesus called-A the 12 _implicit followers/disciples. And Jesus said, ["You(followers) know-B [the rulers of the Gentiles like-B [showing-B those people/Gentiles [those rulers have-D power]]]]. And officials use those officials' authority [in order to make [those people/Gentiles obey those officials]].	Matthew
Genesis 22:22	The name of the other sons of Nahor are Kesed, Hazo, Pildash, Jidlaph, and Bethuel".	Genesis
1 Samuel 10:8	You(Saul) (imp) go to Gilgal. Later I(Samuel) also will come to Gilgal. Then I(Samuel) will give/sacrifice gifts/offerings to Yahweh. But you(Saul) must wait 7 days. Then I(Samuel) will come to you(Saul). And I(Samuel) will tell you(Saul) about the things [that you(Saul) must do]."	1_Samuel
2 Samuel 22:51	Yahweh causes [Yahweh's king to defeat the king's enemies].  Yahweh is always kind to the king [that Yahweh chose/anointed].    Yahweh is kind to David and to David's descendants forever."	2_Samuel
Matthew 8:10	(paragraph) [When Jesus heard these words _implicit,] Jesus was surprised/amazed. And Jesus said to the people [who were following-A Jesus _implicit], ["I(Jesus) am telling you(people) the truth]. I(Jesus) never previously found a person in Israel _country [who has much faith [ just-like this officer _implicitNecessary has much faith in me(Jesus) _implicit]].	Matthew
Daniel 2:19	That night God showed a vision [that was about the king's dream] to Daniel. And God explained the meaning of the king's dream to Daniel. Then Daniel woke up. And Daniel praised God.	Daniel
Jonah 1:3	But Jonah run-away from Yahweh.  Jonah decided [to go to Tarshish]. So Jonah went to Joppa.  And Jonah found a ship [that will go to Tarshish]. Jonah paid the man [that owned that ship].  Then Jonah entered that ship. Then the ship started going to Tarshish.  Jonah was run-away from Yahweh.	Jonah
Daniel 2:44	[While those kings rule the earth] God [who lives in heaven] will build a different kingdom. The kingdom [that God builds] will exist forever. No person will rule that kingdom. That kingdom will break these other kingdoms [that are on the earth]. That kingdom will destroy all these other kingdoms. And that kingdom will exist forever.	Daniel
Mark 8:24	(paragraph) That man looked around that place _implicit. And that man said, ["I(man) see people]. (implicit-situational) But I(man) do not see those people clearly. Those people look like trees [that are walking around this place]."	Mark
Genesis 24:44	[If you(Yahweh) want [me(servant) to take this woman to Isaac]] the woman must say, ["You(servant) (imp) drink the water]. and I(woman) will also give water to your(servants) camels."  [If the woman says those words] I(servant) will know [that you(Yahweh) chose that woman].  That woman will be the wife of the master of me(servant).	Genesis
Matthew 12:42	The queen of a southern country will stand-up-A with this group/generation on the day [when God will judge all people of the earth ]. And that queen will condemn this group/generation. For that queen came from the other side of the earth [in order to listen to Solomon [who was very wise]]. And you(people) (imp) listen/behold. A person [who is greater than Solomon] is here.	Matthew
Matthew 8:13	(paragraph) Then Jesus said to the officer, ["You(officer) (imp) go to your(officer’s) house _implicit.] Your(officer’s) servant will immediately _implicit be healed by me(Jesus) _implicitActiveAgent [just-like you(officer) believed [your(officer’s) servant would be healed by me(Jesus) _implicitActiveAgent]]." And the officer’s servant was immediately healed by Jesus _implicitActiveAgent.	Matthew
2 Samuel 1:21	I(David) hope [that dew and rain will not fall on the mountains of Gilboa].  And I(David) hope [that the weather does not rain on the fields of Gilboa].   The enemy destroyed the king’s shield at Gilboa.    Saul’s shield is on that mountain. No person rubs Saul’s shield with oil now.	2_Samuel
Joshua 8:35	Previously Moses commanded [the people to do certain things]. And Joshua read all of those commands to all of the Israelites. All of the Israelites were at that place. All of the women and all of the children were at that place. And all of the foreigners [who were living with the Israelites] were at that place.	Joshua
Genesis 23:15	Ephron said, ["My(Ephron's) master, the price of that field is silver -quantity 5 kilograms]. but I(Ephron) will not argue with you(Abraham) about the price. You(Abraham) (imp) pay me(Ephron) the price [that you(Abraham) want [to pay me(Ephron)]]. Then you(Abraham) (imp) bury your(Abraham's) wife in that field."	Genesis
2 Samuel 17:5	But Absalom said, ["(imp) You(servants) call Hushai [who is an Arkite]].  I(Absalom) want [to hear the things [that Hushai will say]]."	2_Samuel
Joshua 23:13	[If you(Israelites) do these things] your(Israelites') God named Yahweh will help [you(Israelites) defeat your(Israelites') enemies]. But [if you(Israelites) do not do these things] these people will cause [you(Israelites) to sin against Yahweh]. These people will cause [you(Israelites) to have much pain]. These people will be like a whip [that hits your(Israelites') back] or a thorn [that is in your(Israelites') eye]. Then these people will force [you(Israelites) to leave this good land [that your(Israelites') God named Yahweh gave to you(Israelites)]].	Joshua
Nehemiah 7:36	345 men [that were from Jericho] returned.	Nehemiah
Esther 4:14	[If you(Esther) do not speak to the king now] another person will help the Jews. But you(Esther) and the family of your(Esther's) father will die. Perhaps God chose you(Esther) [in order to be the queen] [so that you(Esther) will help the Jews now]."	Esther
2 Samuel 7:18	(title) David prays to Yahweh. Then King David went into the tent.  And David sat down in front of Yahweh. David said, ["Yahweh-Almighty, I(David) am not important].And my(David's) family is  not important. Why did you(Yahweh) cause [me(David) to  become the king]?	2_Samuel
Genesis 42:28	Then that brother said to the other brothers, ["The money [that I(brother) paid for the grain] is in my(brother's) bag!"]  Then all The brothers became very afraid [because Joseph might think [that the brothers stole the money]]. The brothers said to each-other(brothers), ["God is punishing us(brothers)!]"	Genesis
Genesis 45:3	Then Joseph said to Joseph's brothers, ["I(Joseph) am Joseph]. Is my(Joseph's) father still living?" But Joseph's brothers did not answer Joseph [because Joseph's brothers were very afraid of Joseph].	Genesis
Mark 8:13	Then Jesus left those Pharisees. Jesus went into the boat again with Jesus's followers/disciples _implicit. And Jesus went with those followers/disciples _implicit to the other side of the lake _implicit.	Mark
Matthew 20:5	So those people went to the vineyard _implicit. _paragraph (literalunits) That man left again [when the time was about the sixth hour]. (modernunits) That man left again [when the time was about 12PM]. (literalunits) And that man left again [when the time was about the 9th hour]. (modernunits) And that man left again [when the time was about 3PM] . At each time that man found people [who will work in that man's vineyard]. (footnote) (literalunits) The sixth hour was 12PM. (literalunits) And the 9th hour was 3PM.	Matthew
Genesis 35:22	[While Israel was living at that place] Reuben sexed Israel's female slave named Bilhah. and Israel found out [that Reuben sexed Bilhah]. Israel had 12 sons.	Genesis
1 Samuel 2:21	Yahweh was kind to Hannah. Hannah birthed three sons and two daughters. And the boy named Samuel grew up. And Samuel served Yahweh.	1_Samuel
Joshua 24:2	Then Joshua said to all of those people, ["Yahweh [who is Israel's God] says to you(people), "[Many years ago your(people's) ancestors lived on the other side of the Euphrates River]]. Those ancestors were Terah [who was Abraham's father] and Nahor. Those ancestors worshiped other gods.	Joshua
Genesis 29:21	[After Jacob worked for 7 years] Jacob said to Laban, ["You(Laban) promised me(Jacob) [that I(Jacob) would marry Rachel [after I(Jacob) worked for you(Laban) for 7 years]]]. Therefore you(Laban) (imp) allow [me(Jacob) to marry Rachel now]".	Genesis
Matthew 14:26	[When those followers/disciples saw Jesus [walking on the lake],] those followers/disciples became extremely afraid. Those followers/disciples said to each-other(followers) _implicit, ["That person is a spirit/ghost"]. And those followers/disciples cry-out/scream [because those followers/disciples were afraid].	Matthew
Genesis 14:23	I(Abram) promise to Yahweh [that I(Abram) will not keep any thing [that belongs to you(king)]]. I(Abram) will not even keep a thread or a part of a sandal [that belongs to you(king)].  I(Abram) do not want [you(king) to say, ["I(king) caused [Abram to become rich]]]."	Genesis
Mark 14:71	(paragraph) But Peter spoke with rude words. And Peter promised/swear-B, ["I(Peter) pray-hope [God punishes me(Peter) [if I(Peter) am not telling the truth]]]. I(Peter) do not know-A this man [that you(people) are talking about]."	Mark
2 Samuel 14:28	Absalom lived in Jerusalem for 2 years. But Absalom did not see King David.	2_Samuel
Nehemiah 11:21	The people [who served God in the temple] lived on the hill named Ophel. Ziha and Gishpa were the leaders of those people.	Nehemiah
Matthew 13:52	_paragraph (complex) Jesus said to those followers/disciples, ["Similarly, every person [who teaches the religious laws] [and who becomes a follower/disciple of the kingdom-B of heaven] is _be-U like a person [who owns a house]]. (simple) Jesus said to those followers/disciples, ["Similarly, every person [who teaches the religious laws] [and who starts following-B me(Jesus)] is _be-U like a person [who owns a house]]. That person/owner take-out new treasures and old treasures from the room [where that person/owner stores things]."	Matthew
Genesis 24:3	You(Servant) (imp) swear to me(Abraham) in the name of Yahweh [who is the God of heaven and of earth] [that you(servant) will not search for the wife of my(Abraham's) son in Canaan].  My(Abraham's) son must not marry a woman from Canaan.	Genesis
Nehemiah 8:14	[While those people were studying the Law] those people find-out [that Yahweh commanded [the people of Israel to live in small shelters made of branches during the feast of the seventh month]].	Nehemiah
Joshua 16:3	Then the border went to the region [where the Japhletites were living]. Then the border went to Lower-Beth-Horon, Gezer, and the sea-Mediterranean.	Joshua
Joshua 7:8	Yahweh, I(Joshua) am not able [to speak] [because our(Israelites’) enemy defeated us(Israelites)].	Joshua
Matthew 21:7	Those followers/disciples _dual brought-C that horse/donkey and that horse's/donkey young horse/donkey to Jesus. And those followers/disciples _dual put those followers'/disciples' coats _dual on that horse/donkey and that horse's/donkey young horse/donkey. And Jesus sat on those coats.	Matthew
Mark 5:4	For that man's hands and that man's feet were often tied with chains by people _implicitActiveAgent . But that man broke _routinely the chains [that were around that man's hands] and the rings [that were around that man's feet] of metal _madeOf into pieces . That man was stronger than other people. So no person was able [to control that man].	Mark
Nehemiah 12:9	Bakbukiah, Unni, and the people/Levites [who worked with Bakbukiah and Unni] stood on the other side [ while (implicit) Mattaniah and the people/Levites [who worked with Mattaniah] were singing].	Nehemiah
Daniel 1:21	Daniel lived in Babylon for many years. Daniel lived in Babylon until the year [when king Cyrus began to rule Babylon].	Daniel
Genesis 4:1	-Title Cain kills Abel.  Adam sexed Adam's wife named Eve. Then Eve became pregnant.  Eve birthed a son named Cain.  Then Eve said, ["God helped [me(Eve) birth this child]."]  Cain  means to birth.	Genesis
Matthew 23:28	Similarly, you(scribes) seem [to be good/righteous]. But in-H your(scribes') hearts-A you(scribes) are people [who pretend [to be good/righteous]]. And you(scribes) are completely evil.	Matthew
Matthew 20:26	But you(followers) should act differently. Instead, [if a person wants [to become great among you(followers)],] a person should become your(followers') servant-A.	Matthew
1 Samuel 31:6	So Saul, Saul's three sons, the soldier [that carried Saul’s armor], and many other Israelite soldiers died on that day.	1_Samuel
Esther 6:6	Then Haman entered the palace. The king said to Haman, ["I(king) want [to honor a certain man]]. How should I(king) honor that man?" Haman thought, ["The king wants [to honor me(Haman)]."]	Esther
2 Samuel 8:9	A man named Tou was the king of Hamath. Tou heard [that David defeated Hadadezer's army].	2_Samuel
Genesis 46:22	Thus 14 people [who were descendants of Jacob and Rachel] went to Egypt.	Genesis
1 Samuel 18:4	Then Jonathan showed/proved to David [that Jonathan loved David]. Jonathan take-off Jonathan's robe [that Jonathan was wearing]. And Jonathan gave that robe to David. Jonathan also gave Jonathan's shirt, sword, bow, and belt to David.	1_Samuel
Genesis 47:17	So the people brought the people's livestock to Joseph.  Then Joseph gave food to the people. The people brought horses, sheep, goats, cattle, and donkeys to Joseph. During that year the people were able [to continue living] [because the people traded livestock to Joseph for food].	Genesis
Genesis 49:26	The mountains have existed forever.  And The hills are very old.  But [when I(Jacob) bless you(Joseph)] my(Jacob's) words are more solid than those mountains and hills. I(Joseph) pray [that these good things will come to you(Joseph's)].  I(Joseph) pray [that these treasures will stay with the boy [who people separated from the boy's brothers]].	Genesis
Genesis 43:31	Then Joseph washed Joseph's face. And Joseph returned to Joseph's brothers. And Joseph tried [to not cry]. Then Joseph said to the servants, ["You(servants) (imp) bring the meal to us(Joseph)."]	Genesis
Esther 8:14	The king commanded [the messengers to deliver the letters quickly]. So the messengers rode the king's horses. Messengers also delivered the letters to the people [that lived in Susa].	Esther
Esther 5:12	Then Haman said, ["Today queen Esther prepared a special meal for the king and for me(Haman)]. Tomorrow Esther will prepare another special meal for the king and for me(Haman).	Esther
Genesis 10:19	Canaan's borders went from Sidon to Gerar, Gaza, Sodom, Gomorrah, Admah, and Zeboiim.  The border also went to Lasha.	Genesis
Daniel 11:10	Then the sons of the king of the north region will prepare for war. The sons will gather a great army. One son will attack the king of the south region. That son will attack the palace of the king of the south region.	Daniel
Matthew 5:11	(paragraph) You(people) are blessed by God _implicitActiveAgent [when other _implicit people insult you(people) because of me(Jesus)], [when other _implicit people persecute you(people) because of me(Jesus)], [and when other _implicit people say many different evil and false _implicit things about you(people) because of me(Jesus)].	Matthew
Matthew 5:20	(literal) I(Jesus) tell you(people) [[unless you(people) are more good/righteous than the Pharisees and the scribes,] you(people) will certainly not enter the kingdom-B of heaven]. (dynamic) I(Jesus) tell you(people) [[unless you(people) are more good/righteous than the Pharisees and the scribes,] you(people) will certainly not become God's people].	Matthew
Nehemiah 10:38	A priest [who is a descendant of Aaron] will go with those people/Levites [when those people receive those gifts/tithes]. And those people/Levites will bring one of those gifts/tithes to the house of our(people's) God. And those people/Levites will put those things/tithes in the rooms/storerooms of the treasury.	Nehemiah
1 Samuel 6:11	Then the Philistines put the Ark-of-the-Covenant of Yahweh on that wagon. And the Philistines put the box [that contained the gold rats and the gold sores/tumors [that the Philistines made]] on the wagon.	1_Samuel
Matthew 15:34	_paragraph Jesus asked those followers/disciples, ["How-much-many pieces/loaves of bread _implicit do you(followers) have?"] _paragraph Those followers/disciples answered, ["We(followers) _implicitNecessary have _implicitNecessary 7 pieces/loaves and small fish _paucal"].	Matthew
Nehemiah 9:28	But [when those people were safe] those people started doing evil things again. Then you(Yahweh) left/abandoned those people.  You(Yahweh) allowed [the enemies of those people to defeat those people again]. And those people’s enemies ruled those people. So your(Yahweh’s) people cry-out to you(Yahweh) again. And you(Yahweh) [who are in heaven] heard those people again. And [because you(Yahweh) are very kind/merciful] you(Yahweh) saved those people again and again.	Nehemiah
Acts 20:19	I(Paul) served the Lord Jesus. And I(Paul) was very humble. And I(Paul) cried because of you(leaders). I(Paul) did these things [even though my(Paul) life was difficult] [because some Jews planned [to hurt me(Paul)]].	Acts
2 Samuel 23:21	Benaiah also killed a very big Egyptian soldier. That Egyptian was holding a spear. But Benaiah was holding a big stick/club. Benaiah take-away that spear from the Egyptian. Then Benaiah killed that Egyptian with that spear.	2_Samuel
2 Samuel 19:16	A man named Shimei was Gera’s son.  Shimei was in the tribe named Benjamin. Shimei was from Bahurim. Shimei quickly went with the men of Judah [in order to meet King David].	2_Samuel
Joshua 23:8	But you(Israelites) must continue obeying your(Israelites') God named Yahweh. Previously you(Israelites) obeyed Yahweh. So (imp) You(Israelites) continue obeying Yahweh.	Joshua
Genesis 49:5	Simeon and Levi are brothers [who fight people with swords].	Genesis
Nehemiah 9:19	[Because you(Yahweh) love your(Yahweh’s) people greatly] you(Yahweh) did not leave/abandon your(Yahweh’s) people in the desert/wilderness. During each day the pillar of cloud showed to your(Yahweh’s) people the path [that your(Yahweh’s) people should walk on]. And during each night the pillar of fire led your(Yahweh’s) people [by shining on the path [that your(Yahweh’s) people should walk on]].	Nehemiah
Genesis 40:21	The king allowed [the officer [who made wine for the king] to work for the king again].	Genesis
Acts 19:32	And those people were shouting loudly. Some people were shouting [a certain message]. But other people were shouting [a different message]. Most of those people did not know the reason [why those people had gone to that place].	Acts
2 Samuel 17:15	Then Hushai talked to the priests named Zadok and Abiathar. Hushai told the priests about Ahithophel's plan. And Hushai also told the priests about Hushai's plan.	2_Samuel
Joshua 4:1	The Israelites (title) put stones in the Jordan river. All of the people finished going across the Jordan River. Then Yahweh spoke to Joshua.	Joshua
Daniel 12:7	The man [who was wearing white clothes] raised the two hands of that man towards the sky. I(Daniel) heard [that man make a promise by God [who lives forever]]. That man said, ["These extraordinary events will happen for three and a half years]. These events will end [when people take away the power from God's holy people]."	Daniel
